District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Study,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Others,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,46
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Agriculture,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Business,2
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Service,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Study,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Marriage,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Dependent,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Others,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Study,10
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,11
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Others,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Business,7
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Service,4
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Study,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,59
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,32
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Others,1
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,8
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Agriculture,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Business,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Service,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Study,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Marriage,8
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Dependent,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Others,0
Nuwakot,Bagmati,Hill,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,9
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,25
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Business,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Service,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,24
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,8
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,16
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Business,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Service,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Others,0
Okhaldhunga,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Study,18
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,149
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Others,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,22
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,5
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Business,52
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Service,75
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Study,9
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,97
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,2
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Others,36
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,38
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Agriculture,8
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Business,5
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Service,3
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Study,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Dependent,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Others,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Study,13
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,157
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Others,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,39
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,13
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Business,8
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Service,21
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Study,17
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,270
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,209
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Others,12
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,22
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Business,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Service,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Study,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Marriage,19
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Dependent,21
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Others,1
Palpa,Lumbini,Hill,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,1
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,25
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,24
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,9
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,17
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,31
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Business,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Service,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Others,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,24
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,16
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,163
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,40
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,9
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Business,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Service,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,8
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Others,0
Panchthar,Mechi,Hill,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Business,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Service,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Study,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Dependent,111
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Others,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,23
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Agriculture,63
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Business,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Service,47
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Study,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Dependent,63
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Others,165
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,73
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Agriculture,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Business,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Service,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Study,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Marriage,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Dependent,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Others,7
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Business,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Service,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Study,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Dependent,56
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Others,8
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Agriculture,16
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Business,15
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Service,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Study,33
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Marriage,254
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Dependent,89
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Others,23
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,32
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Agriculture,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Business,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Service,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Study,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Marriage,22
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Dependent,15
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Conflict,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Others,0
Parbat,Dhawalagiri,Hill,Western,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Service,17
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Study,174
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,8
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,108
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Others,16
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,187
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,237
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Business,730
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Service,1065
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Study,196
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,204
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,272
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Others,168
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,260
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Agriculture,32
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Business,133
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Service,101
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Study,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Marriage,65
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Dependent,48
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Conflict,17
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Others,64
Parsa,Narayani,Terai,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,41
Parsa,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Parsa,Narayani,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
