District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Population who are,Number
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Re-married,2
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Divorced,3
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 19 Years,Female,Separated,4
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Never Married,13611
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Single married,12663
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,23
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Re-married,28
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Divorced,23
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,20 - 24 Years,Female,Separated,31
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Never Married,4788
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Single married,19989
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,43
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Re-married,68
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,69
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Divorced,27
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,25 - 29 Years,Female,Separated,63
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Never Married,1398
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Single married,19480
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,58
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Re-married,63
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,152
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Divorced,46
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,30 - 34 Years,Female,Separated,62
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Never Married,731
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Single married,17180
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,72
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Re-married,115
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,268
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Divorced,39
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,35 - 39 Years,Female,Separated,95
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Never Married,511
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Single married,13354
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,65
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Re-married,94
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,406
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Divorced,46
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,40 - 44 Years,Female,Separated,87
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Never Married,315
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Single married,10220
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,41
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Re-married,93
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,468
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Divorced,24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,45 - 49 Years,Female,Separated,77
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Never Married,287
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Single married,7719
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,42
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Re-married,69
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,623
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Divorced,20
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,50 - 54 Years,Female,Separated,78
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Never Married,161
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Single married,5648
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,21
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Re-married,60
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,774
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Divorced,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,55 - 59 Years,Female,Separated,36
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Never Married,134
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Single married,4661
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Re-married,59
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,1008
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Divorced,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60 - 64 Years,Female,Separated,37
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Never Married,97
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Single married,3477
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,20
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Re-married,47
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,1115
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Divorced,10
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,65 - 69 Years,Female,Separated,29
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Never Married,88
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Single married,2289
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,14
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Re-married,20
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,1033
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Divorced,3
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,70 - 74 Years,Female,Separated,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Never Married,10780
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Single married,32
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Never Married,8530
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Single married,349
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Mutiple married,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Re-married,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Widow- Widower,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Divorced,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Male,Separated,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Never Married,2756
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Single married,1790
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Mutiple married,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Re-married,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Widow- Widower,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Divorced,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Male,Separated,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Never Married,737
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Single married,3019
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Mutiple married,46
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Re-married,59
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Widow- Widower,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Divorced,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Male,Separated,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Never Married,226
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Single married,2855
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Mutiple married,56
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Re-married,94
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Widow- Widower,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Divorced,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Male,Separated,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Never Married,167
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Single married,2882
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Mutiple married,101
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Re-married,152
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Widow- Widower,7
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Divorced,20
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Male,Separated,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Never Married,154
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Single married,3052
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Mutiple married,136
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Re-married,187
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Widow- Widower,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Divorced,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Male,Separated,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Never Married,126
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Single married,3130
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Mutiple married,152
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Re-married,249
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Widow- Widower,28
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Divorced,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Male,Separated,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Never Married,150
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Single married,3191
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Mutiple married,214
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Re-married,292
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Widow- Widower,83
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Divorced,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Male,Separated,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Never Married,98
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Single married,2608
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Mutiple married,215
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Re-married,289
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Widow- Widower,91
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Divorced,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Male,Separated,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Never Married,83
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Single married,2344
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Mutiple married,179
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Re-married,293
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Widow- Widower,174
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Divorced,15
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Male,Separated,28
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Never Married,59
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Single married,1759
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Mutiple married,167
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Re-married,202
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Widow- Widower,166
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Divorced,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Male,Separated,17
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Never Married,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Single married,1392
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Mutiple married,154
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Re-married,224
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Widow- Widower,251
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Divorced,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Male,Separated,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Never Married,10797
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Single married,73
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Mutiple married,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Re-married,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Widow- Widower,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Divorced,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,10 - 14 Years,Female,Separated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Never Married,7451
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Single married,2237
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Mutiple married,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Re-married,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Widow- Widower,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Divorced,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 19 Years,Female,Separated,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Never Married,1642
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Single married,6238
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Mutiple married,18
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Re-married,47
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Widow- Widower,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Divorced,18
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,20 - 24 Years,Female,Separated,21
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Never Married,450
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Single married,6391
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Mutiple married,28
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Re-married,91
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Widow- Widower,35
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Divorced,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,25 - 29 Years,Female,Separated,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Never Married,231
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Single married,5273
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Mutiple married,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Re-married,118
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Widow- Widower,61
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Divorced,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,30 - 34 Years,Female,Separated,37
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Never Married,194
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Single married,5122
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Mutiple married,37
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Re-married,171
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Widow- Widower,106
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Divorced,10
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,35 - 39 Years,Female,Separated,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Never Married,201
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Single married,4777
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Mutiple married,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Re-married,159
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Widow- Widower,174
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Divorced,25
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,40 - 44 Years,Female,Separated,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Never Married,168
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Single married,4063
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Mutiple married,43
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Re-married,192
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Widow- Widower,262
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Divorced,18
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,45 - 49 Years,Female,Separated,55
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Never Married,163
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Single married,3740
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Mutiple married,40
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Re-married,154
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Widow- Widower,345
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Divorced,22
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,50 - 54 Years,Female,Separated,55
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Never Married,87
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Single married,2902
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Mutiple married,39
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Re-married,148
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Widow- Widower,447
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Divorced,14
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,55 - 59 Years,Female,Separated,42
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Never Married,72
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Single married,2523
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Mutiple married,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Re-married,151
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Widow- Widower,737
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Divorced,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Separated,39
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Never Married,40
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Single married,1665
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Mutiple married,23
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Re-married,96
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Widow- Widower,639
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Divorced,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Separated,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Never Married,36
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Single married,1151
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Mutiple married,13
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Re-married,62
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Widow- Widower,751
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Divorced,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Separated,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Never Married,44015
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Single married,228
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Mutiple married,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Re-married,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Widow- Widower,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Divorced,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Separated,0
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Never Married,28989
