District,Gender,Age-Group,Usual Activity performed,Value
Rasuwa,Male,70 - 74 Years,Own non- agricultural,33
Rasuwa,Male,70 - 74 Years,Extended economic,36
Rasuwa,Male,70 - 74 Years,Seeking job,4
Rasuwa,Male,70 - 74 Years,Household chores,64
Rasuwa,Male,70 - 74 Years,Study,5
Rasuwa,Male,70 - 74 Years,Non of activity,192
Rasuwa,Male,70 - 74 Years,Activity not stated,4
Rasuwa,Male,75+ Years,Total Person,589
Rasuwa,Male,75+ Years,Own agriculture,193
Rasuwa,Male,75+ Years,Wage/salary earning,17
Rasuwa,Male,75+ Years,Own non- agricultural,22
Rasuwa,Male,75+ Years,Extended economic,34
Rasuwa,Male,75+ Years,Seeking job,4
Rasuwa,Male,75+ Years,Household chores,68
Rasuwa,Male,75+ Years,Study,4
Rasuwa,Male,75+ Years,Non of activity,384
Rasuwa,Male,75+ Years,Activity not stated,2
Rasuwa,Female,10 - 14 Years,Total Person,2994
Rasuwa,Female,10 - 14 Years,Own agriculture,192
Rasuwa,Female,10 - 14 Years,Wage/salary earning,6
Rasuwa,Female,10 - 14 Years,Own non- agricultural,11
Rasuwa,Female,10 - 14 Years,Extended economic,28
Rasuwa,Female,10 - 14 Years,Seeking job,3
Rasuwa,Female,10 - 14 Years,Household chores,145
Rasuwa,Female,10 - 14 Years,Study,2756
Rasuwa,Female,10 - 14 Years,Non of activity,117
Rasuwa,Female,10 - 14 Years,Activity not stated,38
Rasuwa,Female,15 - 19 Years,Total Person,2299
Rasuwa,Female,15 - 19 Years,Own agriculture,626
Rasuwa,Female,15 - 19 Years,Wage/salary earning,74
Rasuwa,Female,15 - 19 Years,Own non- agricultural,52
Rasuwa,Female,15 - 19 Years,Extended economic,74
Rasuwa,Female,15 - 19 Years,Seeking job,29
Rasuwa,Female,15 - 19 Years,Household chores,353
Rasuwa,Female,15 - 19 Years,Study,1609
Rasuwa,Female,15 - 19 Years,Non of activity,71
Rasuwa,Female,15 - 19 Years,Activity not stated,21
Rasuwa,Female,20 - 24 Years,Total Person,1713
Rasuwa,Female,20 - 24 Years,Own agriculture,1093
Rasuwa,Female,20 - 24 Years,Wage/salary earning,155
Rasuwa,Female,20 - 24 Years,Own non- agricultural,120
Rasuwa,Female,20 - 24 Years,Extended economic,126
Rasuwa,Female,20 - 24 Years,Seeking job,41
Rasuwa,Female,20 - 24 Years,Household chores,600
Rasuwa,Female,20 - 24 Years,Study,341
Rasuwa,Female,20 - 24 Years,Non of activity,60
Rasuwa,Female,20 - 24 Years,Activity not stated,14
Rasuwa,Female,25 - 29 Years,Total Person,1557
Rasuwa,Female,25 - 29 Years,Own agriculture,1150
Rasuwa,Female,25 - 29 Years,Wage/salary earning,168
Rasuwa,Female,25 - 29 Years,Own non- agricultural,176
Rasuwa,Female,25 - 29 Years,Extended economic,134
Rasuwa,Female,25 - 29 Years,Seeking job,45
Rasuwa,Female,25 - 29 Years,Household chores,672
Rasuwa,Female,25 - 29 Years,Study,45
Rasuwa,Female,25 - 29 Years,Non of activity,46
Rasuwa,Female,25 - 29 Years,Activity not stated,23
Rasuwa,Female,30 - 34 Years,Total Person,1315
Rasuwa,Female,30 - 34 Years,Own agriculture,1039
Rasuwa,Female,30 - 34 Years,Wage/salary earning,129
Rasuwa,Female,30 - 34 Years,Own non- agricultural,154
Rasuwa,Female,30 - 34 Years,Extended economic,128
Rasuwa,Female,30 - 34 Years,Seeking job,22
Rasuwa,Female,30 - 34 Years,Household chores,584
Rasuwa,Female,30 - 34 Years,Study,14
Rasuwa,Female,30 - 34 Years,Non of activity,32
Rasuwa,Female,30 - 34 Years,Activity not stated,13
Rasuwa,Female,35 - 39 Years,Total Person,1294
Rasuwa,Female,35 - 39 Years,Own agriculture,1073
Rasuwa,Female,35 - 39 Years,Wage/salary earning,103
Rasuwa,Female,35 - 39 Years,Own non- agricultural,161
Rasuwa,Female,35 - 39 Years,Extended economic,132
Rasuwa,Female,35 - 39 Years,Seeking job,12
Rasuwa,Female,35 - 39 Years,Household chores,552
Rasuwa,Female,35 - 39 Years,Study,6
Rasuwa,Female,35 - 39 Years,Non of activity,45
Rasuwa,Female,35 - 39 Years,Activity not stated,8
Rasuwa,Female,40 - 44 Years,Total Person,1257
Rasuwa,Female,40 - 44 Years,Own agriculture,1053
Rasuwa,Female,40 - 44 Years,Wage/salary earning,93
Rasuwa,Female,40 - 44 Years,Own non- agricultural,141
Rasuwa,Female,40 - 44 Years,Extended economic,140
Rasuwa,Female,40 - 44 Years,Seeking job,13
Rasuwa,Female,40 - 44 Years,Household chores,550
Rasuwa,Female,40 - 44 Years,Study,6
Rasuwa,Female,40 - 44 Years,Non of activity,41
Rasuwa,Female,40 - 44 Years,Activity not stated,10
Rasuwa,Female,45 - 49 Years,Total Person,1028
Rasuwa,Female,45 - 49 Years,Own agriculture,854
Rasuwa,Female,45 - 49 Years,Wage/salary earning,55
Rasuwa,Female,45 - 49 Years,Own non- agricultural,111
Rasuwa,Female,45 - 49 Years,Extended economic,104
Rasuwa,Female,45 - 49 Years,Seeking job,14
Rasuwa,Female,45 - 49 Years,Household chores,450
Rasuwa,Female,45 - 49 Years,Study,4
Rasuwa,Female,45 - 49 Years,Non of activity,32
Rasuwa,Female,45 - 49 Years,Activity not stated,7
Rasuwa,Female,50 - 54 Years,Total Person,1007
Rasuwa,Female,50 - 54 Years,Own agriculture,851
Rasuwa,Female,50 - 54 Years,Wage/salary earning,70
Rasuwa,Female,50 - 54 Years,Own non- agricultural,93
Rasuwa,Female,50 - 54 Years,Extended economic,99
Rasuwa,Female,50 - 54 Years,Seeking job,4
Rasuwa,Female,50 - 54 Years,Household chores,455
Rasuwa,Female,50 - 54 Years,Study,4
Rasuwa,Female,50 - 54 Years,Non of activity,45
Rasuwa,Female,50 - 54 Years,Activity not stated,6
Rasuwa,Female,55 - 59 Years,Total Person,677
Rasuwa,Female,55 - 59 Years,Own agriculture,557
Rasuwa,Female,55 - 59 Years,Wage/salary earning,27
Rasuwa,Female,55 - 59 Years,Own non- agricultural,42
Rasuwa,Female,55 - 59 Years,Extended economic,57
Rasuwa,Female,55 - 59 Years,Seeking job,6
Rasuwa,Female,55 - 59 Years,Household chores,310
Rasuwa,Female,55 - 59 Years,Study,3
Rasuwa,Female,55 - 59 Years,Non of activity,42
Rasuwa,Female,55 - 59 Years,Activity not stated,2
Rasuwa,Female,60 - 64 Years,Total Person,674
Rasuwa,Female,60 - 64 Years,Own agriculture,484
Rasuwa,Female,60 - 64 Years,Wage/salary earning,27
Rasuwa,Female,60 - 64 Years,Own non- agricultural,36
Rasuwa,Female,60 - 64 Years,Extended economic,46
Rasuwa,Female,60 - 64 Years,Seeking job,2
Rasuwa,Female,60 - 64 Years,Household chores,249
Rasuwa,Female,60 - 64 Years,Study,4
Rasuwa,Female,60 - 64 Years,Non of activity,109
Rasuwa,Female,60 - 64 Years,Activity not stated,4
Rasuwa,Female,65 - 69 Years,Total Person,516
Rasuwa,Female,65 - 69 Years,Own agriculture,300
Rasuwa,Female,65 - 69 Years,Wage/salary earning,20
Rasuwa,Female,65 - 69 Years,Own non- agricultural,27
Rasuwa,Female,65 - 69 Years,Extended economic,47
Rasuwa,Female,65 - 69 Years,Seeking job,3
Rasuwa,Female,65 - 69 Years,Household chores,195
Rasuwa,Female,65 - 69 Years,Study,2
Rasuwa,Female,65 - 69 Years,Non of activity,154
Rasuwa,Female,65 - 69 Years,Activity not stated,2
Rasuwa,Female,70 - 74 Years,Total Person,406
Rasuwa,Female,70 - 74 Years,Own agriculture,150
Rasuwa,Female,70 - 74 Years,Wage/salary earning,4
Rasuwa,Female,70 - 74 Years,Own non- agricultural,19
Rasuwa,Female,70 - 74 Years,Extended economic,23
Rasuwa,Female,70 - 74 Years,Seeking job,4
Rasuwa,Female,70 - 74 Years,Household chores,126
Rasuwa,Female,70 - 74 Years,Study,7
Rasuwa,Female,70 - 74 Years,Non of activity,212
Rasuwa,Female,70 - 74 Years,Activity not stated,2
Rasuwa,Female,75+ Years,Total Person,553
Rasuwa,Female,75+ Years,Own agriculture,102
Rasuwa,Female,75+ Years,Wage/salary earning,3
Rasuwa,Female,75+ Years,Own non- agricultural,7
Rasuwa,Female,75+ Years,Extended economic,21
Rasuwa,Female,75+ Years,Seeking job,2
Rasuwa,Female,75+ Years,Household chores,100
Rasuwa,Female,75+ Years,Study,7
Rasuwa,Female,75+ Years,Non of activity,410
Rasuwa,Female,75+ Years,Activity not stated,2
Dhading,Male,10 - 14 Years,Total Person,23171
Dhading,Male,10 - 14 Years,Own agriculture,2317
Dhading,Male,10 - 14 Years,Wage/salary earning,216
Dhading,Male,10 - 14 Years,Own non- agricultural,147
Dhading,Male,10 - 14 Years,Extended economic,425
Dhading,Male,10 - 14 Years,Seeking job,108
Dhading,Male,10 - 14 Years,Household chores,2796
Dhading,Male,10 - 14 Years,Study,21286
Dhading,Male,10 - 14 Years,Non of activity,1869
Dhading,Male,10 - 14 Years,Activity not stated,386
Dhading,Male,15 - 19 Years,Total Person,17766
Dhading,Male,15 - 19 Years,Own agriculture,4326
Dhading,Male,15 - 19 Years,Wage/salary earning,2202
Dhading,Male,15 - 19 Years,Own non- agricultural,619
Dhading,Male,15 - 19 Years,Extended economic,792
Dhading,Male,15 - 19 Years,Seeking job,964
Dhading,Male,15 - 19 Years,Household chores,2100
Dhading,Male,15 - 19 Years,Study,12844
Dhading,Male,15 - 19 Years,Non of activity,1168
Dhading,Male,15 - 19 Years,Activity not stated,110
Dhading,Male,20 - 24 Years,Total Person,10168
Dhading,Male,20 - 24 Years,Own agriculture,4657
Dhading,Male,20 - 24 Years,Wage/salary earning,4061
Dhading,Male,20 - 24 Years,Own non- agricultural,1112
Dhading,Male,20 - 24 Years,Extended economic,1088
Dhading,Male,20 - 24 Years,Seeking job,1265
Dhading,Male,20 - 24 Years,Household chores,1281
Dhading,Male,20 - 24 Years,Study,2409
Dhading,Male,20 - 24 Years,Non of activity,870
Dhading,Male,20 - 24 Years,Activity not stated,81
Dhading,Male,25 - 29 Years,Total Person,8693
Dhading,Male,25 - 29 Years,Own agriculture,4948
Dhading,Male,25 - 29 Years,Wage/salary earning,3778
Dhading,Male,25 - 29 Years,Own non- agricultural,1649
Dhading,Male,25 - 29 Years,Extended economic,993
Dhading,Male,25 - 29 Years,Seeking job,690
Dhading,Male,25 - 29 Years,Household chores,959
Dhading,Male,25 - 29 Years,Study,345
Dhading,Male,25 - 29 Years,Non of activity,724
Dhading,Male,25 - 29 Years,Activity not stated,17
Dhading,Male,30 - 34 Years,Total Person,7621
Dhading,Male,30 - 34 Years,Own agriculture,4627
Dhading,Male,30 - 34 Years,Wage/salary earning,3258
Dhading,Male,30 - 34 Years,Own non- agricultural,1680
Dhading,Male,30 - 34 Years,Extended economic,1081
Dhading,Male,30 - 34 Years,Seeking job,599
Dhading,Male,30 - 34 Years,Household chores,972
Dhading,Male,30 - 34 Years,Study,70
Dhading,Male,30 - 34 Years,Non of activity,513
Dhading,Male,30 - 34 Years,Activity not stated,23
Dhading,Male,35 - 39 Years,Total Person,7609
Dhading,Male,35 - 39 Years,Own agriculture,5070
Dhading,Male,35 - 39 Years,Wage/salary earning,3222
Dhading,Male,35 - 39 Years,Own non- agricultural,1639
Dhading,Male,35 - 39 Years,Extended economic,1028
Dhading,Male,35 - 39 Years,Seeking job,506
Dhading,Male,35 - 39 Years,Household chores,1012
Dhading,Male,35 - 39 Years,Study,24
Dhading,Male,35 - 39 Years,Non of activity,506
Dhading,Male,35 - 39 Years,Activity not stated,32
Dhading,Male,40 - 44 Years,Total Person,7644
Dhading,Male,40 - 44 Years,Own agriculture,5402
Dhading,Male,40 - 44 Years,Wage/salary earning,2924
Dhading,Male,40 - 44 Years,Own non- agricultural,1348
Dhading,Male,40 - 44 Years,Extended economic,983
Dhading,Male,40 - 44 Years,Seeking job,317
Dhading,Male,40 - 44 Years,Household chores,1121
Dhading,Male,40 - 44 Years,Study,16
Dhading,Male,40 - 44 Years,Non of activity,496
Dhading,Male,40 - 44 Years,Activity not stated,57
Dhading,Male,45 - 49 Years,Total Person,7170
Dhading,Male,45 - 49 Years,Own agriculture,5623
Dhading,Male,45 - 49 Years,Wage/salary earning,2406
Dhading,Male,45 - 49 Years,Own non- agricultural,1326
Dhading,Male,45 - 49 Years,Extended economic,1408
Dhading,Male,45 - 49 Years,Seeking job,401
Dhading,Male,45 - 49 Years,Household chores,1490
Dhading,Male,45 - 49 Years,Study,25
Dhading,Male,45 - 49 Years,Non of activity,524
Dhading,Male,45 - 49 Years,Activity not stated,8
Dhading,Male,50 - 54 Years,Total Person,7424
Dhading,Male,50 - 54 Years,Own agriculture,6027
Dhading,Male,50 - 54 Years,Wage/salary earning,1974
Dhading,Male,50 - 54 Years,Own non- agricultural,1511
Dhading,Male,50 - 54 Years,Extended economic,1356
Dhading,Male,50 - 54 Years,Seeking job,341
Dhading,Male,50 - 54 Years,Household chores,1486
Dhading,Male,50 - 54 Years,Study,0
Dhading,Male,50 - 54 Years,Non of activity,755
Dhading,Male,50 - 54 Years,Activity not stated,32
Dhading,Male,55 - 59 Years,Total Person,5735
Dhading,Male,55 - 59 Years,Own agriculture,4845
Dhading,Male,55 - 59 Years,Wage/salary earning,1309
Dhading,Male,55 - 59 Years,Own non- agricultural,882
Dhading,Male,55 - 59 Years,Extended economic,980
Dhading,Male,55 - 59 Years,Seeking job,224
Dhading,Male,55 - 59 Years,Household chores,1249
Dhading,Male,55 - 59 Years,Study,22
Dhading,Male,55 - 59 Years,Non of activity,725
Dhading,Male,55 - 59 Years,Activity not stated,22
Dhading,Male,60 - 64 Years,Total Person,5248
Dhading,Male,60 - 64 Years,Own agriculture,4609
Dhading,Male,60 - 64 Years,Wage/salary earning,854
Dhading,Male,60 - 64 Years,Own non- agricultural,939
Dhading,Male,60 - 64 Years,Extended economic,977
Dhading,Male,60 - 64 Years,Seeking job,115
Dhading,Male,60 - 64 Years,Household chores,1316
Dhading,Male,60 - 64 Years,Study,15
Dhading,Male,60 - 64 Years,Non of activity,708
Dhading,Male,60 - 64 Years,Activity not stated,0
Dhading,Male,65 - 69 Years,Total Person,4576
Dhading,Male,65 - 69 Years,Own agriculture,3639
Dhading,Male,65 - 69 Years,Wage/salary earning,559
Dhading,Male,65 - 69 Years,Own non- agricultural,701
Dhading,Male,65 - 69 Years,Extended economic,937
Dhading,Male,65 - 69 Years,Seeking job,47
Dhading,Male,65 - 69 Years,Household chores,1284
Dhading,Male,65 - 69 Years,Study,0
Dhading,Male,65 - 69 Years,Non of activity,1008
Dhading,Male,65 - 69 Years,Activity not stated,0
Dhading,Male,70 - 74 Years,Total Person,3368
Dhading,Male,70 - 74 Years,Own agriculture,2315
Dhading,Male,70 - 74 Years,Wage/salary earning,354
Dhading,Male,70 - 74 Years,Own non- agricultural,418
Dhading,Male,70 - 74 Years,Extended economic,667
Dhading,Male,70 - 74 Years,Seeking job,72
Dhading,Male,70 - 74 Years,Household chores,1069
Dhading,Male,70 - 74 Years,Study,32
Dhading,Male,70 - 74 Years,Non of activity,1125
Dhading,Male,70 - 74 Years,Activity not stated,32
Dhading,Male,75+ Years,Total Person,5012
Dhading,Male,75+ Years,Own agriculture,2136
Dhading,Male,75+ Years,Wage/salary earning,183
Dhading,Male,75+ Years,Own non- agricultural,331
Dhading,Male,75+ Years,Extended economic,549
Dhading,Male,75+ Years,Seeking job,44
Dhading,Male,75+ Years,Household chores,1203
Dhading,Male,75+ Years,Study,96
Dhading,Male,75+ Years,Non of activity,2964
Dhading,Male,75+ Years,Activity not stated,26
Dhading,Female,10 - 14 Years,Total Person,23572
Dhading,Female,10 - 14 Years,Own agriculture,2124
Dhading,Female,10 - 14 Years,Wage/salary earning,81
Dhading,Female,10 - 14 Years,Own non- agricultural,170
Dhading,Female,10 - 14 Years,Extended economic,478
Dhading,Female,10 - 14 Years,Seeking job,41
Dhading,Female,10 - 14 Years,Household chores,3973
Dhading,Female,10 - 14 Years,Study,21991
Dhading,Female,10 - 14 Years,Non of activity,1597
Dhading,Female,10 - 14 Years,Activity not stated,219
Dhading,Female,15 - 19 Years,Total Person,21513
Dhading,Female,15 - 19 Years,Own agriculture,7053
Dhading,Female,15 - 19 Years,Wage/salary earning,807
Dhading,Female,15 - 19 Years,Own non- agricultural,729
Dhading,Female,15 - 19 Years,Extended economic,1654
Dhading,Female,15 - 19 Years,Seeking job,227
Dhading,Female,15 - 19 Years,Household chores,5988
Dhading,Female,15 - 19 Years,Study,14922
Dhading,Female,15 - 19 Years,Non of activity,1152
Dhading,Female,15 - 19 Years,Activity not stated,165
Dhading,Female,20 - 24 Years,Total Person,16234
Dhading,Female,20 - 24 Years,Own agriculture,10114
Dhading,Female,20 - 24 Years,Wage/salary earning,1976
Dhading,Female,20 - 24 Years,Own non- agricultural,1599
Dhading,Female,20 - 24 Years,Extended economic,2453
Dhading,Female,20 - 24 Years,Seeking job,402
Dhading,Female,20 - 24 Years,Household chores,8037
Dhading,Female,20 - 24 Years,Study,3357
Dhading,Female,20 - 24 Years,Non of activity,1038
Dhading,Female,20 - 24 Years,Activity not stated,117
Dhading,Female,25 - 29 Years,Total Person,13305
Dhading,Female,25 - 29 Years,Own agriculture,9602
Dhading,Female,25 - 29 Years,Wage/salary earning,1840
Dhading,Female,25 - 29 Years,Own non- agricultural,1622
Dhading,Female,25 - 29 Years,Extended economic,2313
Dhading,Female,25 - 29 Years,Seeking job,349
Dhading,Female,25 - 29 Years,Household chores,8321
Dhading,Female,25 - 29 Years,Study,474
Dhading,Female,25 - 29 Years,Non of activity,621
Dhading,Female,25 - 29 Years,Activity not stated,70
Dhading,Female,30 - 34 Years,Total Person,10939
Dhading,Female,30 - 34 Years,Own agriculture,8242
Dhading,Female,30 - 34 Years,Wage/salary earning,1189
Dhading,Female,30 - 34 Years,Own non- agricultural,1564
Dhading,Female,30 - 34 Years,Extended economic,1843
Dhading,Female,30 - 34 Years,Seeking job,184
Dhading,Female,30 - 34 Years,Household chores,7005
Dhading,Female,30 - 34 Years,Study,176
Dhading,Female,30 - 34 Years,Non of activity,359
Dhading,Female,30 - 34 Years,Activity not stated,56
Dhading,Female,35 - 39 Years,Total Person,10216
Dhading,Female,35 - 39 Years,Own agriculture,8025
Dhading,Female,35 - 39 Years,Wage/salary earning,1010
Dhading,Female,35 - 39 Years,Own non- agricultural,1401
Dhading,Female,35 - 39 Years,Extended economic,1988
Dhading,Female,35 - 39 Years,Seeking job,98
Dhading,Female,35 - 39 Years,Household chores,6770
Dhading,Female,35 - 39 Years,Study,98
Dhading,Female,35 - 39 Years,Non of activity,407
Dhading,Female,35 - 39 Years,Activity not stated,49
Dhading,Female,40 - 44 Years,Total Person,9401
Dhading,Female,40 - 44 Years,Own agriculture,7672
Dhading,Female,40 - 44 Years,Wage/salary earning,682
Dhading,Female,40 - 44 Years,Own non- agricultural,1198
Dhading,Female,40 - 44 Years,Extended economic,1856
Dhading,Female,40 - 44 Years,Seeking job,143
Dhading,Female,40 - 44 Years,Household chores,6608
Dhading,Female,40 - 44 Years,Study,103
Dhading,Female,40 - 44 Years,Non of activity,381
Dhading,Female,40 - 44 Years,Activity not stated,63
Dhading,Female,45 - 49 Years,Total Person,8104
Dhading,Female,45 - 49 Years,Own agriculture,6820
Dhading,Female,45 - 49 Years,Wage/salary earning,436
Dhading,Female,45 - 49 Years,Own non- agricultural,923
Dhading,Female,45 - 49 Years,Extended economic,1703
Dhading,Female,45 - 49 Years,Seeking job,143
Dhading,Female,45 - 49 Years,Household chores,5847
Dhading,Female,45 - 49 Years,Study,59
Dhading,Female,45 - 49 Years,Non of activity,310
Dhading,Female,45 - 49 Years,Activity not stated,34
Dhading,Female,50 - 54 Years,Total Person,7293
Dhading,Female,50 - 54 Years,Own agriculture,5956
Dhading,Female,50 - 54 Years,Wage/salary earning,346
Dhading,Female,50 - 54 Years,Own non- agricultural,707
Dhading,Female,50 - 54 Years,Extended economic,1399
Dhading,Female,50 - 54 Years,Seeking job,46
Dhading,Female,50 - 54 Years,Household chores,5349
Dhading,Female,50 - 54 Years,Study,31
Dhading,Female,50 - 54 Years,Non of activity,415
Dhading,Female,50 - 54 Years,Activity not stated,31
Dhading,Female,55 - 59 Years,Total Person,5619
Dhading,Female,55 - 59 Years,Own agriculture,4298
Dhading,Female,55 - 59 Years,Wage/salary earning,250
Dhading,Female,55 - 59 Years,Own non- agricultural,555
Dhading,Female,55 - 59 Years,Extended economic,1133
Dhading,Female,55 - 59 Years,Seeking job,47
Dhading,Female,55 - 59 Years,Household chores,4134
Dhading,Female,55 - 59 Years,Study,55
Dhading,Female,55 - 59 Years,Non of activity,414
Dhading,Female,55 - 59 Years,Activity not stated,39
Dhading,Female,60 - 64 Years,Total Person,5394
Dhading,Female,60 - 64 Years,Own agriculture,3786
Dhading,Female,60 - 64 Years,Wage/salary earning,133
Dhading,Female,60 - 64 Years,Own non- agricultural,415
Dhading,Female,60 - 64 Years,Extended economic,978
Dhading,Female,60 - 64 Years,Seeking job,22
Dhading,Female,60 - 64 Years,Household chores,4008
Dhading,Female,60 - 64 Years,Study,67
Dhading,Female,60 - 64 Years,Non of activity,815
Dhading,Female,60 - 64 Years,Activity not stated,7
Dhading,Female,65 - 69 Years,Total Person,4221
Dhading,Female,65 - 69 Years,Own agriculture,2483
Dhading,Female,65 - 69 Years,Wage/salary earning,142
Dhading,Female,65 - 69 Years,Own non- agricultural,239
Dhading,Female,65 - 69 Years,Extended economic,736
Dhading,Female,65 - 69 Years,Seeking job,53
Dhading,Female,65 - 69 Years,Household chores,2971
Dhading,Female,65 - 69 Years,Study,89
Dhading,Female,65 - 69 Years,Non of activity,878
Dhading,Female,65 - 69 Years,Activity not stated,53
Dhading,Female,70 - 74 Years,Total Person,3402
Dhading,Female,70 - 74 Years,Own agriculture,1556
Dhading,Female,70 - 74 Years,Wage/salary earning,70
Dhading,Female,70 - 74 Years,Own non- agricultural,188
Dhading,Female,70 - 74 Years,Extended economic,501
Dhading,Female,70 - 74 Years,Seeking job,55
Dhading,Female,70 - 74 Years,Household chores,2065
Dhading,Female,70 - 74 Years,Study,31
Dhading,Female,70 - 74 Years,Non of activity,1361
Dhading,Female,70 - 74 Years,Activity not stated,16
Dhading,Female,75+ Years,Total Person,5000
Dhading,Female,75+ Years,Own agriculture,1043
Dhading,Female,75+ Years,Wage/salary earning,33
Dhading,Female,75+ Years,Own non- agricultural,148
Dhading,Female,75+ Years,Extended economic,304
Dhading,Female,75+ Years,Seeking job,0
Dhading,Female,75+ Years,Household chores,2044
