District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,8
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,European country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,326
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,India,315
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,European country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,10
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,India,7
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,European country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Country not stated,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,25
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,India,23
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,European country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,205
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,India,198
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,1
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,3
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,European country,2
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,India,9
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,European country,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other countries,0
Kavrepalanchok,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Country not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,India,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,71
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,India,40
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other countries,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,15 - 59 Years,Female,Country not stated,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Total foreign born population,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,India,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Middle East country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,European country,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Other countries,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,60+ Years,Female,Country not stated,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,681
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,India,412
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,67
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,67
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,European country,34
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),42
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,17
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,4104
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,India,3396
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),33
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,169
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,243
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,European country,94
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),42
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,58
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,60
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,282
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,India,161
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,48
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,European country,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Other countries,9
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Male,Country not stated,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,636
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,India,335
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),17
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,24
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,168
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,European country,51
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),17
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,16
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,3452
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,India,2658
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),51
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,264
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,190
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,European country,149
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,58
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,49
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,278
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,India,172
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,25
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,57
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,European country,0
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Other countries,8
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,60+ Years,Female,Country not stated,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,154
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,India,154
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,European country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,286
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,India,278
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,European country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Other countries,9
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,India,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Middle East country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,European country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Other countries,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60+ Years,Male,Country not stated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,171
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,India,171
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,European country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,302
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,India,270
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
