District,Gender,Age-Group,Type of activity,Value
Mustang,Both Sexes,10 - 14 Years,Non economic only, 659
Mustang,Both Sexes,10 - 14 Years,Activity not stated,1
Mustang,Both Sexes,15 - 19 Years,Economic only,  202
Mustang,Both Sexes,15 - 19 Years,Extended economic only,  3
Mustang,Both Sexes,15 - 19 Years,Seeking job only,4
Mustang,Both Sexes,15 - 19 Years,Non economic only, 368
Mustang,Both Sexes,15 - 19 Years,Activity not stated,1
Mustang,Both Sexes,20 - 24 Years,Economic only,  387
Mustang,Both Sexes,20 - 24 Years,Extended economic only,  4
Mustang,Both Sexes,20 - 24 Years,Seeking job only,5
Mustang,Both Sexes,20 - 24 Years,Non economic only, 169
Mustang,Both Sexes,20 - 24 Years,Activity not stated,2
Mustang,Both Sexes,25 - 29 Years,Economic only,  491
Mustang,Both Sexes,25 - 29 Years,Extended economic only,  5
Mustang,Both Sexes,25 - 29 Years,Seeking job only,6
Mustang,Both Sexes,25 - 29 Years,Non economic only,  76
Mustang,Both Sexes,25 - 29 Years,Activity not stated,2
Mustang,Both Sexes,30 - 34 Years,Economic only,  449
Mustang,Both Sexes,30 - 34 Years,Extended economic only,  5
Mustang,Both Sexes,30 - 34 Years,Seeking job only,4
Mustang,Both Sexes,30 - 34 Years,Non economic only,  45
Mustang,Both Sexes,30 - 34 Years,Activity not stated,2
Mustang,Both Sexes,35 - 39 Years,Economic only,  455
Mustang,Both Sexes,35 - 39 Years,Extended economic only,  3
Mustang,Both Sexes,35 - 39 Years,Seeking job only,2
Mustang,Both Sexes,35 - 39 Years,Non economic only,  32
Mustang,Both Sexes,35 - 39 Years,Activity not stated,1
Mustang,Both Sexes,40 - 44 Years,Economic only,  437
Mustang,Both Sexes,40 - 44 Years,Extended economic only,  8
Mustang,Both Sexes,40 - 44 Years,Seeking job only,1
Mustang,Both Sexes,40 - 44 Years,Non economic only,  37
Mustang,Both Sexes,40 - 44 Years,Activity not stated,1
Mustang,Both Sexes,45 - 49 Years,Economic only,  346
Mustang,Both Sexes,45 - 49 Years,Extended economic only,  5
Mustang,Both Sexes,45 - 49 Years,Seeking job only,0
Mustang,Both Sexes,45 - 49 Years,Non economic only,  32
Mustang,Both Sexes,45 - 49 Years,Activity not stated,0
Mustang,Both Sexes,50 - 54 Years,Economic only,  330
Mustang,Both Sexes,50 - 54 Years,Extended economic only,  2
Mustang,Both Sexes,50 - 54 Years,Seeking job only,0
Mustang,Both Sexes,50 - 54 Years,Non economic only,  40
Mustang,Both Sexes,50 - 54 Years,Activity not stated,1
Mustang,Both Sexes,55 - 59 Years,Economic only,  229
Mustang,Both Sexes,55 - 59 Years,Extended economic only,  2
Mustang,Both Sexes,55 - 59 Years,Seeking job only,0
Mustang,Both Sexes,55 - 59 Years,Non economic only,  51
Mustang,Both Sexes,55 - 59 Years,Activity not stated,0
Mustang,Both Sexes,60 - 64 Years,Economic only,  167
Mustang,Both Sexes,60 - 64 Years,Extended economic only,  4
Mustang,Both Sexes,60 - 64 Years,Seeking job only,0
Mustang,Both Sexes,60 - 64 Years,Non economic only,  88
Mustang,Both Sexes,60 - 64 Years,Activity not stated,0
Mustang,Both Sexes,65 - 69 Years,Economic only,  119
Mustang,Both Sexes,65 - 69 Years,Extended economic only,  1
Mustang,Both Sexes,65 - 69 Years,Seeking job only,0
Mustang,Both Sexes,65 - 69 Years,Non economic only, 113
Mustang,Both Sexes,65 - 69 Years,Activity not stated,0
Mustang,Both Sexes,70 - 74 Years,Economic only,83
Mustang,Both Sexes,70 - 74 Years,Extended economic only,  3
Mustang,Both Sexes,70 - 74 Years,Seeking job only,0
Mustang,Both Sexes,70 - 74 Years,Non economic only, 152
Mustang,Both Sexes,70 - 74 Years,Activity not stated,0
Mustang,Both Sexes,75+ Years,Economic only, 33
Mustang,Both Sexes,75+ Years,Extended economic only,  1
Mustang,Both Sexes,75+ Years,Seeking job only,0
Mustang,Both Sexes,75+ Years,Non economic only, 200
Mustang,Both Sexes,75+ Years,Activity not stated,0
Mustang,Male,10 - 14 Years,Economic only,18
Mustang,Male,10 - 14 Years,Extended economic only,  0
Mustang,Male,10 - 14 Years,Seeking job only,0
Mustang,Male,10 - 14 Years,Non economic only, 317
Mustang,Male,10 - 14 Years,Activity not stated, 0
Mustang,Male,15 - 19 Years,Economic only,96
Mustang,Male,15 - 19 Years,Extended economic only,  2
Mustang,Male,15 - 19 Years,Seeking job only,2
Mustang,Male,15 - 19 Years,Non economic only, 172
Mustang,Male,15 - 19 Years,Activity not stated, 1
Mustang,Male,20 - 24 Years,Economic only,  214
Mustang,Male,20 - 24 Years,Extended economic only,  2
Mustang,Male,20 - 24 Years,Seeking job only,2
Mustang,Male,20 - 24 Years,Non economic only,  76
Mustang,Male,20 - 24 Years,Activity not stated, 0
Mustang,Male,25 - 29 Years,Economic only,  285
Mustang,Male,25 - 29 Years,Extended economic only,  3
Mustang,Male,25 - 29 Years,Seeking job only,3
Mustang,Male,25 - 29 Years,Non economic only,  37
Mustang,Male,25 - 29 Years,Activity not stated, 0
Mustang,Male,30 - 34 Years,Economic only,  267
Mustang,Male,30 - 34 Years,Extended economic only,  3
Mustang,Male,30 - 34 Years,Seeking job only,4
Mustang,Male,30 - 34 Years,Non economic only,  18
Mustang,Male,30 - 34 Years,Activity not stated, 0
Mustang,Male,35 - 39 Years,Economic only,  298
Mustang,Male,35 - 39 Years,Extended economic only,  3
Mustang,Male,35 - 39 Years,Seeking job only,2
Mustang,Male,35 - 39 Years,Non economic only,  11
Mustang,Male,35 - 39 Years,Activity not stated, 1
Mustang,Male,40 - 44 Years,Economic only,  312
Mustang,Male,40 - 44 Years,Extended economic only,  4
Mustang,Male,40 - 44 Years,Seeking job only,1
Mustang,Male,40 - 44 Years,Non economic only,7
Mustang,Male,40 - 44 Years,Activity not stated, 0
Mustang,Male,45 - 49 Years,Economic only,  239
Mustang,Male,45 - 49 Years,Extended economic only,  1
Mustang,Male,45 - 49 Years,Seeking job only,0
Mustang,Male,45 - 49 Years,Non economic only,  13
Mustang,Male,45 - 49 Years,Activity not stated, 0
Mustang,Male,50 - 54 Years,Economic only,  231
Mustang,Male,50 - 54 Years,Extended economic only,  1
Mustang,Male,50 - 54 Years,Seeking job only,0
Mustang,Male,50 - 54 Years,Non economic only,7
Mustang,Male,50 - 54 Years,Activity not stated, 1
Mustang,Male,55 - 59 Years,Economic only,  149
Mustang,Male,55 - 59 Years,Extended economic only,  1
Mustang,Male,55 - 59 Years,Seeking job only,0
Mustang,Male,55 - 59 Years,Non economic only,  15
Mustang,Male,55 - 59 Years,Activity not stated, 0
Mustang,Male,60 - 64 Years,Economic only,  107
Mustang,Male,60 - 64 Years,Extended economic only,  3
Mustang,Male,60 - 64 Years,Seeking job only,0
Mustang,Male,60 - 64 Years,Non economic only,  23
Mustang,Male,60 - 64 Years,Activity not stated, 0
Mustang,Male,65 - 69 Years,Economic only,85
Mustang,Male,65 - 69 Years,Extended economic only,  0
Mustang,Male,65 - 69 Years,Seeking job only,0
Mustang,Male,65 - 69 Years,Non economic only,  42
Mustang,Male,65 - 69 Years,Activity not stated, 0
Mustang,Male,70 - 74 Years,Economic only,58
Mustang,Male,70 - 74 Years,Extended economic only,  3
Mustang,Male,70 - 74 Years,Seeking job only,0
Mustang,Male,70 - 74 Years,Non economic only,  60
Mustang,Male,70 - 74 Years,Activity not stated, 0
Mustang,Male,75+ Years,Economic only, 17
Mustang,Male,75+ Years,Extended economic only,  1
Mustang,Male,75+ Years,Seeking job only,0
Mustang,Male,75+ Years,Non economic only,  81
Mustang,Male,75+ Years,Activity not stated, 0
Mustang,Female,10 - 14 Years,Economic only,20
Mustang,Female,10 - 14 Years,Extended economic only,  1
Mustang,Female,10 - 14 Years,Seeking job only,0
Mustang,Female,10 - 14 Years,Non economic only, 342
Mustang,Female,10 - 14 Years,Activity not stated, 1
Mustang,Female,15 - 19 Years,Economic only,  106
Mustang,Female,15 - 19 Years,Extended economic only,  1
Mustang,Female,15 - 19 Years,Seeking job only,2
Mustang,Female,15 - 19 Years,Non economic only, 196
Mustang,Female,15 - 19 Years,Activity not stated, 0
Mustang,Female,20 - 24 Years,Economic only,  173
Mustang,Female,20 - 24 Years,Extended economic only,  2
Mustang,Female,20 - 24 Years,Seeking job only,3
Mustang,Female,20 - 24 Years,Non economic only,  93
Mustang,Female,20 - 24 Years,Activity not stated, 2
Mustang,Female,25 - 29 Years,Economic only,  206
Mustang,Female,25 - 29 Years,Extended economic only,  2
Mustang,Female,25 - 29 Years,Seeking job only,3
Mustang,Female,25 - 29 Years,Non economic only,  39
Mustang,Female,25 - 29 Years,Activity not stated, 2
Mustang,Female,30 - 34 Years,Economic only,  182
Mustang,Female,30 - 34 Years,Extended economic only,  2
Mustang,Female,30 - 34 Years,Seeking job only,0
Mustang,Female,30 - 34 Years,Non economic only,  27
Mustang,Female,30 - 34 Years,Activity not stated, 2
Mustang,Female,35 - 39 Years,Economic only,  157
Mustang,Female,35 - 39 Years,Extended economic only,  0
Mustang,Female,35 - 39 Years,Seeking job only,0
Mustang,Female,35 - 39 Years,Non economic only,  21
Mustang,Female,35 - 39 Years,Activity not stated, 0
Mustang,Female,40 - 44 Years,Economic only,  125
Mustang,Female,40 - 44 Years,Extended economic only,  4
Mustang,Female,40 - 44 Years,Seeking job only,0
Mustang,Female,40 - 44 Years,Non economic only,  30
Mustang,Female,40 - 44 Years,Activity not stated, 1
Mustang,Female,45 - 49 Years,Economic only,  107
Mustang,Female,45 - 49 Years,Extended economic only,  4
Mustang,Female,45 - 49 Years,Seeking job only,0
Mustang,Female,45 - 49 Years,Non economic only,  19
Mustang,Female,45 - 49 Years,Activity not stated, 0
Mustang,Female,50 - 54 Years,Economic only,99
Mustang,Female,50 - 54 Years,Extended economic only,  1
Mustang,Female,50 - 54 Years,Seeking job only,0
Mustang,Female,50 - 54 Years,Non economic only,  33
Mustang,Female,50 - 54 Years,Activity not stated, 0
Mustang,Female,55 - 59 Years,Economic only,80
Mustang,Female,55 - 59 Years,Extended economic only,  1
Mustang,Female,55 - 59 Years,Seeking job only,0
Mustang,Female,55 - 59 Years,Non economic only,  36
Mustang,Female,55 - 59 Years,Activity not stated, 0
Mustang,Female,60 - 64 Years,Economic only,60
Mustang,Female,60 - 64 Years,Extended economic only,  1
Mustang,Female,60 - 64 Years,Seeking job only,0
Mustang,Female,60 - 64 Years,Non economic only,  65
Mustang,Female,60 - 64 Years,Activity not stated, 0
Mustang,Female,65 - 69 Years,Economic only,34
Mustang,Female,65 - 69 Years,Extended economic only,  1
Mustang,Female,65 - 69 Years,Seeking job only,0
Mustang,Female,65 - 69 Years,Non economic only,  71
Mustang,Female,65 - 69 Years,Activity not stated, 0
Mustang,Female,70 - 74 Years,Economic only,25
Mustang,Female,70 - 74 Years,Extended economic only,  0
Mustang,Female,70 - 74 Years,Seeking job only,0
Mustang,Female,70 - 74 Years,Non economic only,  92
Mustang,Female,70 - 74 Years,Activity not stated, 0
Mustang,Female,75+ Years,Economic only, 16
Mustang,Female,75+ Years,Extended economic only,  0
Mustang,Female,75+ Years,Seeking job only,0
Mustang,Female,75+ Years,Non economic only, 119
Mustang,Female,75+ Years,Activity not stated, 0
Myagdi,Both Sexes,10 - 14 Years,Economic only,78
Myagdi,Both Sexes,10 - 14 Years,Extended economic only,0
Myagdi,Both Sexes,10 - 14 Years,Seeking job only,0
Myagdi,Both Sexes,10 - 14 Years,Non economic only, 13691
Myagdi,Both Sexes,10 - 14 Years,Activity not stated, 118
Myagdi,Both Sexes,15 - 19 Years,Economic only,  803
Myagdi,Both Sexes,15 - 19 Years,Extended economic only,8
Myagdi,Both Sexes,15 - 19 Years,Seeking job only,  33
Myagdi,Both Sexes,15 - 19 Years,Non economic only,  8627
Myagdi,Both Sexes,15 - 19 Years,Activity not stated,  64
Myagdi,Both Sexes,20 - 24 Years,Economic only,1697
Myagdi,Both Sexes,20 - 24 Years,Extended economic only,  32
Myagdi,Both Sexes,20 - 24 Years,Seeking job only,  84
Myagdi,Both Sexes,20 - 24 Years,Non economic only,  2270
Myagdi,Both Sexes,20 - 24 Years,Activity not stated,  49
Myagdi,Both Sexes,25 - 29 Years,Economic only,2125
Myagdi,Both Sexes,25 - 29 Years,Extended economic only,  24
Myagdi,Both Sexes,25 - 29 Years,Seeking job only,  63
Myagdi,Both Sexes,25 - 29 Years,Non economic only, 623
Myagdi,Both Sexes,25 - 29 Years,Activity not stated,  40
Myagdi,Both Sexes,30 - 34 Years,Economic only,1848
Myagdi,Both Sexes,30 - 34 Years,Extended economic only,  24
Myagdi,Both Sexes,30 - 34 Years,Seeking job only,  24
Myagdi,Both Sexes,30 - 34 Years,Non economic only, 485
Myagdi,Both Sexes,30 - 34 Years,Activity not stated,  24
Myagdi,Both Sexes,35 - 39 Years,Economic only,1549
Myagdi,Both Sexes,35 - 39 Years,Extended economic only,0
Myagdi,Both Sexes,35 - 39 Years,Seeking job only,  16
Myagdi,Both Sexes,35 - 39 Years,Non economic only, 331
Myagdi,Both Sexes,35 - 39 Years,Activity not stated,  22
Myagdi,Both Sexes,40 - 44 Years,Economic only,1786
Myagdi,Both Sexes,40 - 44 Years,Extended economic only,8
Myagdi,Both Sexes,40 - 44 Years,Seeking job only,8
Myagdi,Both Sexes,40 - 44 Years,Non economic only, 285
Myagdi,Both Sexes,40 - 44 Years,Activity not stated,8
Myagdi,Both Sexes,45 - 49 Years,Economic only,1606
Myagdi,Both Sexes,45 - 49 Years,Extended economic only,8
Myagdi,Both Sexes,45 - 49 Years,Seeking job only,0
Myagdi,Both Sexes,45 - 49 Years,Non economic only, 230
Myagdi,Both Sexes,45 - 49 Years,Activity not stated,8
Myagdi,Both Sexes,50 - 54 Years,Economic only,1194
Myagdi,Both Sexes,50 - 54 Years,Extended economic only,  39
Myagdi,Both Sexes,50 - 54 Years,Seeking job only,0
Myagdi,Both Sexes,50 - 54 Years,Non economic only, 345
Myagdi,Both Sexes,50 - 54 Years,Activity not stated,  16
Myagdi,Both Sexes,55 - 59 Years,Economic only,  860
Myagdi,Both Sexes,55 - 59 Years,Extended economic only,  23
Myagdi,Both Sexes,55 - 59 Years,Seeking job only,0
Myagdi,Both Sexes,55 - 59 Years,Non economic only, 309
Myagdi,Both Sexes,55 - 59 Years,Activity not stated,  15
Myagdi,Both Sexes,60 - 64 Years,Economic only,  751
Myagdi,Both Sexes,60 - 64 Years,Extended economic only,8
Myagdi,Both Sexes,60 - 64 Years,Seeking job only,0
Myagdi,Both Sexes,60 - 64 Years,Non economic only, 735
Myagdi,Both Sexes,60 - 64 Years,Activity not stated,8
Myagdi,Both Sexes,65 - 69 Years,Economic only,  445
Myagdi,Both Sexes,65 - 69 Years,Extended economic only,8
Myagdi,Both Sexes,65 - 69 Years,Seeking job only,0
Myagdi,Both Sexes,65 - 69 Years,Non economic only, 829
Myagdi,Both Sexes,65 - 69 Years,Activity not stated,0
Myagdi,Both Sexes,70 - 74 Years,Economic only,  273
Myagdi,Both Sexes,70 - 74 Years,Extended economic only,0
Myagdi,Both Sexes,70 - 74 Years,Seeking job only,0
Myagdi,Both Sexes,70 - 74 Years,Non economic only, 967
Myagdi,Both Sexes,70 - 74 Years,Activity not stated,0
Myagdi,Both Sexes,75+ Years,Economic only,175
Myagdi,Both Sexes,75+ Years,Extended economic only,8
Myagdi,Both Sexes,75+ Years,Seeking job only,8
Myagdi,Both Sexes,75+ Years,Non economic only,  2085
Myagdi,Both Sexes,75+ Years,Activity not stated,  17
Myagdi,Male,10 - 14 Years,Economic only,47
Myagdi,Male,10 - 14 Years,Extended economic only,0
Myagdi,Male,10 - 14 Years,Seeking job only,0
Myagdi,Male,10 - 14 Years,Non economic only,  6779
Myagdi,Male,10 - 14 Years,Activity not stated,  47
Myagdi,Male,15 - 19 Years,Economic only,  458
Myagdi,Male,15 - 19 Years,Extended economic only,0
Myagdi,Male,15 - 19 Years,Seeking job only,  33
Myagdi,Male,15 - 19 Years,Non economic only,  4130
Myagdi,Male,15 - 19 Years,Activity not stated,  33
Myagdi,Male,20 - 24 Years,Economic only,  882
Myagdi,Male,20 - 24 Years,Extended economic only,8
Myagdi,Male,20 - 24 Years,Seeking job only,  84
Myagdi,Male,20 - 24 Years,Non economic only, 857
Myagdi,Male,20 - 24 Years,Activity not stated,  17
Myagdi,Male,25 - 29 Years,Economic only,1027
Myagdi,Male,25 - 29 Years,Extended economic only,  24
Myagdi,Male,25 - 29 Years,Seeking job only,  63
Myagdi,Male,25 - 29 Years,Non economic only, 142
Myagdi,Male,25 - 29 Years,Activity not stated,  16
Myagdi,Male,30 - 34 Years,Economic only,1086
Myagdi,Male,30 - 34 Years,Extended economic only,8
Myagdi,Male,30 - 34 Years,Seeking job only,  24
Myagdi,Male,30 - 34 Years,Non economic only,  73
Myagdi,Male,30 - 34 Years,Activity not stated,0
Myagdi,Male,35 - 39 Years,Economic only,1047
Myagdi,Male,35 - 39 Years,Extended economic only,0
Myagdi,Male,35 - 39 Years,Seeking job only,  16
Myagdi,Male,35 - 39 Years,Non economic only,  73
Myagdi,Male,35 - 39 Years,Activity not stated,8
Myagdi,Male,40 - 44 Years,Economic only,1239
Myagdi,Male,40 - 44 Years,Extended economic only,0
Myagdi,Male,40 - 44 Years,Seeking job only,8
Myagdi,Male,40 - 44 Years,Non economic only,  32
Myagdi,Male,40 - 44 Years,Activity not stated,8
Myagdi,Male,45 - 49 Years,Economic only,1156
Myagdi,Male,45 - 49 Years,Extended economic only,0
Myagdi,Male,45 - 49 Years,Seeking job only,0
Myagdi,Male,45 - 49 Years,Non economic only,  88
Myagdi,Male,45 - 49 Years,Activity not stated,0
Myagdi,Male,50 - 54 Years,Economic only,  912
Myagdi,Male,50 - 54 Years,Extended economic only,  39
Myagdi,Male,50 - 54 Years,Seeking job only,0
Myagdi,Male,50 - 54 Years,Non economic only, 102
Myagdi,Male,50 - 54 Years,Activity not stated,0
Myagdi,Male,55 - 59 Years,Economic only,  650
Myagdi,Male,55 - 59 Years,Extended economic only,  23
Myagdi,Male,55 - 59 Years,Seeking job only,0
Myagdi,Male,55 - 59 Years,Non economic only,  91
Myagdi,Male,55 - 59 Years,Activity not stated,8
Myagdi,Male,60 - 64 Years,Economic only,  560
Myagdi,Male,60 - 64 Years,Extended economic only,8
Myagdi,Male,60 - 64 Years,Seeking job only,0
Myagdi,Male,60 - 64 Years,Non economic only, 179
Myagdi,Male,60 - 64 Years,Activity not stated,8
Myagdi,Male,65 - 69 Years,Economic only,  330
Myagdi,Male,65 - 69 Years,Extended economic only,8
Myagdi,Male,65 - 69 Years,Seeking job only,0
Myagdi,Male,65 - 69 Years,Non economic only, 250
Myagdi,Male,65 - 69 Years,Activity not stated,0
Myagdi,Male,70 - 74 Years,Economic only,  187
Myagdi,Male,70 - 74 Years,Extended economic only,0
Myagdi,Male,70 - 74 Years,Seeking job only,0
Myagdi,Male,70 - 74 Years,Non economic only, 387
Myagdi,Male,70 - 74 Years,Activity not stated,0
Myagdi,Male,75+ Years,Economic only,149
Myagdi,Male,75+ Years,Extended economic only,8
Myagdi,Male,75+ Years,Seeking job only,8
Myagdi,Male,75+ Years,Non economic only, 878
Myagdi,Male,75+ Years,Activity not stated,  17
Myagdi,Female,10 - 14 Years,Economic only,31
Myagdi,Female,10 - 14 Years,Extended economic only,0
Myagdi,Female,10 - 14 Years,Seeking job only,0
Myagdi,Female,10 - 14 Years,Non economic only,  6912
Myagdi,Female,10 - 14 Years,Activity not stated,  71
Myagdi,Female,15 - 19 Years,Economic only,  345
Myagdi,Female,15 - 19 Years,Extended economic only,8
Myagdi,Female,15 - 19 Years,Seeking job only,0
Myagdi,Female,15 - 19 Years,Non economic only,  4497
Myagdi,Female,15 - 19 Years,Activity not stated,  31
Myagdi,Female,20 - 24 Years,Economic only,  815
Myagdi,Female,20 - 24 Years,Extended economic only,  24
Myagdi,Female,20 - 24 Years,Seeking job only,0
Myagdi,Female,20 - 24 Years,Non economic only,  1413
Myagdi,Female,20 - 24 Years,Activity not stated,  32
