District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Same district,,3720
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,104
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,56
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,40
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,24
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,3858
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Same district,,3705
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,51
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,17
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,93
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,4511
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Same district,,4449
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,46
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,4402
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Same district,,4304
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,74
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,4355
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Same district,,4291
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,32
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,24
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,3525
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Same district,,3460
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,48
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,3213
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Same district,,3190
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,2494
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Same district,,2486
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,2102
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Same district,,2086
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,2593
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Same district,,2533
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Total,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Rural,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Place not stated,,60
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,13695
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Same district,,13469
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,39
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,39
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,187
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,14626
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Same district,,14426
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,69
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,46
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,23
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,123
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,13559
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Same district,,13191
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,221
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,156
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,41
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,147
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,9302
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Same district,,8685
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,486
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,354
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,99
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,115
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,7186
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Same district,,7007
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,171
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,128
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,43
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,9
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,5645
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Same district,,5508
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,76
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,61
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,61
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,5578
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Same district,,5502
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Total,38
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Rural,31
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Other district,Not stated,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Place not stated,,38
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Population aged 5 years & above,,5854
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Same district,,5730
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Total,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Rural,15
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,101
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,5143
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Same district,,5085
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,4526
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Same district,,4465
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,54
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,3642
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Same district,,3559
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,33
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,50
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,3376
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Same district,,3329
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,39
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,2502
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Same district,,2469
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,25
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,17
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,8
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,1792
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Same district,,1776
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,16
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,2525
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Same district,,2491
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Total,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Rural,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Urban,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Not stated,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Khotang,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Place not stated,,34
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,18809
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Same district,,15854
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,2287
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,1439
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,384
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,464
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,130
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,538
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,22006
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Same district,,18673
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Total,2742
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Rural,1832
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Urban,382
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Other district,Not stated,528
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Foreign country,,153
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,10 - 14 Years,Place not stated,,439
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Population aged 5 years & above,,26096
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Same district,,19756
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Total,5446
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Rural,3608
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Urban,816
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Other district,Not stated,1022
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Foreign country,,361
Lalitpur,Bagmati,Hill,Central,2068/69,2011/12,Male,15 - 19 Years,Place not stated,,532
