District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age group,Gender,Population having disability of,Value
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Population without disability,3371
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Physical,48
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Blindness/ low vision,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Deaf / hard to hearing,57
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Deaf–blind,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Speech problem,21
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Mental disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Intellectual disable,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,60 - 64 Years,Female,Multiple Misable,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Total Population,2504
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Population without disability,2365
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Physical,24
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Blindness/ low vision,33
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Deaf / hard to hearing,46
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Deaf–blind,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Speech problem,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Mental disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Intellectual disable,2
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,65 - 69 Years,Female,Multiple Misable,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Total Population,2037
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Population without disability,1880
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Physical,40
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Blindness/ low vision,41
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Deaf / hard to hearing,43
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Deaf–blind,3
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Speech problem,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Mental disable,5
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Intellectual disable,1
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,70 - 74 Years,Female,Multiple Misable,19
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Total Population,2762
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Population without disability,2465
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Physical,50
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Blindness/ low vision,79
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Deaf / hard to hearing,86
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Deaf–blind,16
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Speech problem,8
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Mental disable,6
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Intellectual disable,4
Lamjung,Gandaki,Hill,Western,2068/69,2011/12,75+ Years,Female,Multiple Misable,48
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Total Population,35999
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Population without disability,35780
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Physical,64
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Blindness/ low vision,73
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Deaf / hard to hearing,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Deaf–blind,3
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Speech problem,32
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Mental disable,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Intellectual disable,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Male,Multiple Misable,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Total Population,45823
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Population without disability,45515
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Physical,109
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Blindness/ low vision,29
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Deaf / hard to hearing,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Deaf–blind,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Speech problem,86
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Mental disable,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Intellectual disable,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Male,Multiple Misable,20
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Total Population,44243
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Population without disability,43826
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Physical,143
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Blindness/ low vision,46
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Deaf / hard to hearing,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Deaf–blind,6
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Speech problem,97
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Mental disable,53
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Intellectual disable,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Male,Multiple Misable,38
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Total Population,30934
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Population without disability,30548
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Physical,137
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Blindness/ low vision,54
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Deaf / hard to hearing,24
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Deaf–blind,3
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Speech problem,75
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Mental disable,55
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Intellectual disable,12
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Male,Multiple Misable,26
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Total Population,21146
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Population without disability,20862
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Physical,97
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Blindness/ low vision,39
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Deaf / hard to hearing,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Deaf–blind,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Speech problem,51
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Mental disable,47
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Intellectual disable,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,20 - 24 Years,Male,Multiple Misable,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Total Population,20260
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Population without disability,19931
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Physical,121
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Blindness/ low vision,49
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Deaf / hard to hearing,19
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Deaf–blind,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Speech problem,62
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Mental disable,46
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Intellectual disable,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,25 - 29 Years,Male,Multiple Misable,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Total Population,17375
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Population without disability,17070
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Physical,106
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Blindness/ low vision,39
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Deaf / hard to hearing,20
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Deaf–blind,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Speech problem,80
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Mental disable,37
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Intellectual disable,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,30 - 34 Years,Male,Multiple Misable,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Total Population,17422
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Population without disability,17072
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Physical,120
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Blindness/ low vision,39
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Deaf / hard to hearing,29
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Deaf–blind,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Speech problem,80
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Mental disable,40
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Intellectual disable,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,35 - 39 Years,Male,Multiple Misable,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Total Population,15397
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Population without disability,15008
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Physical,122
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Blindness/ low vision,59
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Deaf / hard to hearing,42
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Deaf–blind,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Speech problem,72
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Mental disable,38
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Intellectual disable,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,40 - 44 Years,Male,Multiple Misable,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Total Population,13721
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Population without disability,13310
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Physical,116
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Blindness/ low vision,81
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Deaf / hard to hearing,56
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Deaf–blind,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Speech problem,72
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Mental disable,39
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Intellectual disable,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,45 - 49 Years,Male,Multiple Misable,25
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Total Population,12029
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Population without disability,11620
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Physical,149
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Blindness/ low vision,94
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Deaf / hard to hearing,59
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Deaf–blind,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Speech problem,51
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Mental disable,26
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Intellectual disable,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,50 - 54 Years,Male,Multiple Misable,21
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Total Population,10645
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Population without disability,10268
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Physical,135
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Blindness/ low vision,113
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Deaf / hard to hearing,54
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Deaf–blind,10
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Speech problem,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Mental disable,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Intellectual disable,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,55 - 59 Years,Male,Multiple Misable,20
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Total Population,9771
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Population without disability,9356
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Physical,139
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Blindness/ low vision,148
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Deaf / hard to hearing,56
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Deaf–blind,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Speech problem,24
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Mental disable,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Intellectual disable,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,60 - 64 Years,Male,Multiple Misable,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Total Population,7462
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Population without disability,7046
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Physical,149
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Blindness/ low vision,145
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Deaf / hard to hearing,58
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Deaf–blind,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Speech problem,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Mental disable,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Intellectual disable,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,65 - 69 Years,Male,Multiple Misable,22
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Total Population,4967
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Population without disability,4612
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Physical,117
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Blindness/ low vision,129
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Deaf / hard to hearing,49
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Deaf–blind,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Speech problem,9
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Mental disable,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Intellectual disable,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,70 - 74 Years,Male,Multiple Misable,18
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Total Population,3822
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Population without disability,3438
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Physical,109
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Blindness/ low vision,134
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Deaf / hard to hearing,65
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Deaf–blind,20
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Speech problem,7
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Mental disable,11
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Intellectual disable,4
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,75+ Years,Male,Multiple Misable,34
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Total Population,35310
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Population without disability,35143
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Physical,50
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Blindness/ low vision,56
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Deaf / hard to hearing,8
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Deaf–blind,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Speech problem,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Mental disable,1
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Intellectual disable,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,00 - 04 Years,Female,Multiple Misable,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Total Population,44384
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Population without disability,44154
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Physical,90
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Blindness/ low vision,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Deaf / hard to hearing,17
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Deaf–blind,3
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Speech problem,55
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Mental disable,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Intellectual disable,13
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,05 - 09 Years,Female,Multiple Misable,16
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Total Population,42204
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Population without disability,41920
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Physical,102
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Blindness/ low vision,45
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Deaf / hard to hearing,34
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Deaf–blind,2
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Speech problem,49
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Mental disable,23
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Intellectual disable,14
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,10 - 14 Years,Female,Multiple Misable,15
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Total Population,26251
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Population without disability,26028
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Physical,88
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Blindness/ low vision,30
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Deaf / hard to hearing,16
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Deaf–blind,5
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Speech problem,32
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Mental disable,24
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Intellectual disable,10
Mahottari,Janakpur,Terai,Central,2068/69,2011/12,15 - 19 Years,Female,Multiple Misable,18
