District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Sub-Indicator.1,Value
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in same district,,2952
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Rural,914
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Urban,51
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Native born,Born in other district,Not stated,153
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Foreign born,,,21
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Male,75+ Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Total Population,,,18732
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,All native born,,18568
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in same district,,18224
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Rural,195
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Urban,125
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Native born,Born in other district,Not stated,24
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Foreign born,,,15
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,00 - 04 Years,Birth Place not stated,,,149
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Total Population,,,24374
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,All native born,,24246
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in same district,,23526
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Rural,451
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Urban,134
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Native born,Born in other district,Not stated,134
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Foreign born,,,39
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,05 - 09 Years,Birth Place not stated,,,89
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Total Population,,,27955
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,All native born,,27836
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in same district,,26556
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Rural,928
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Urban,176
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Native born,Born in other district,Not stated,176
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Foreign born,,,31
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,10 - 14 Years,Birth Place not stated,,,88
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Total Population,,,25271
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,All native born,,25152
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in same district,,23004
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Rural,1582
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Urban,424
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Native born,Born in other district,Not stated,143
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Foreign born,,,78
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,15 - 19 Years,Birth Place not stated,,,41
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Total Population,,,21193
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,All native born,,21060
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in same district,,17521
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Rural,2792
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Urban,309
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Native born,Born in other district,Not stated,438
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Foreign born,,,117
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,20 - 24 Years,Birth Place not stated,,,16
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Total Population,,,17368
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,All native born,,17207
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in same district,,13524
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Rural,2775
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Urban,418
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Native born,Born in other district,Not stated,490
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Foreign born,,,121
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,25 - 29 Years,Birth Place not stated,,,40
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Total Population,,,14029
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,All native born,,13893
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in same district,,10669
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Rural,2523
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Urban,328
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Native born,Born in other district,Not stated,372
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Foreign born,,,113
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,30 - 34 Years,Birth Place not stated,,,24
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Total Population,,,12974
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,All native born,,12765
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in same district,,9813
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Rural,2271
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Urban,312
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Native born,Born in other district,Not stated,370
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Foreign born,,,184
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,35 - 39 Years,Birth Place not stated,,,25
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Total Population,,,11648
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,All native born,,11445
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in same district,,8701
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Rural,2189
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Urban,329
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Native born,Born in other district,Not stated,226
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Foreign born,,,186
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,40 - 44 Years,Birth Place not stated,,,17
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Total Population,,,9546
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,All native born,,9408
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in same district,,6640
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Rural,2195
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Urban,270
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Native born,Born in other district,Not stated,303
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Foreign born,,,130
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,45 - 49 Years,Birth Place not stated,,,8
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Total Population,,,8158
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,All native born,,8068
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in same district,,5635
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Rural,1938
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Urban,198
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Native born,Born in other district,Not stated,297
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Foreign born,,,82
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,50 - 54 Years,Birth Place not stated,,,8
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Total Population,,,5864
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,All native born,,5812
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in same district,,4034
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Rural,1469
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Urban,104
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Native born,Born in other district,Not stated,206
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Foreign born,,,52
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,55 - 59 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Total Population,,,5116
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,All native born,,5043
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in same district,,3523
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Rural,1244
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Urban,129
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Native born,Born in other district,Not stated,146
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Foreign born,,,32
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,60 - 64 Years,Birth Place not stated,,,41
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Total Population,,,4006
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,All native born,,3997
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in same district,,2793
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Rural,987
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Urban,84
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Native born,Born in other district,Not stated,133
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Foreign born,,,9
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,65 - 69 Years,Birth Place not stated,,,0
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Total Population,,,3080
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,All native born,,3044
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in same district,,2103
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Rural,747
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Urban,95
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Native born,Born in other district,Not stated,99
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Foreign born,,,29
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,70 - 74 Years,Birth Place not stated,,,7
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Total Population,,,4204
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,All native born,,4186
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in same district,,2907
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Rural,1049
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Urban,72
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Native born,Born in other district,Not stated,158
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Foreign born,,,9
Makwanpur,Narayani,Hill,Central,2068/69,2011/12,Female,75+ Years,Birth Place not stated,,,8
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Total Population,,,179
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,All native born,,179
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in same district,,171
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Rural,7
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Urban,1
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Native born,Born in other district,Not stated,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Foreign born,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,00 - 04 Years,Birth Place not stated,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Total Population,,,226
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,All native born,,226
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in same district,,213
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Rural,11
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Urban,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Native born,Born in other district,Not stated,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Foreign born,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,05 - 09 Years,Birth Place not stated,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Total Population,,,245
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,All native born,,243
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in same district,,200
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Rural,41
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Urban,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Native born,Born in other district,Not stated,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Foreign born,,,2
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,10 - 14 Years,Birth Place not stated,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Total Population,,,279
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,All native born,,278
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in same district,,200
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Rural,70
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Urban,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Native born,Born in other district,Not stated,5
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Foreign born,,,1
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,15 - 19 Years,Birth Place not stated,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Total Population,,,296
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,All native born,,296
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in same district,,223
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Rural,66
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Urban,3
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Native born,Born in other district,Not stated,4
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Foreign born,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,20 - 24 Years,Birth Place not stated,,,0
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,25 - 29 Years,Total Population,,,313
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,All native born,,313
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in same district,,209
Manang,Gandaki,Mountain,Western,2068/69,2011/12,Male,25 - 29 Years,Native born,Born in other district,Rural,99
