District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Kaski,  60 - 64 Years,Economically Active,Not Usually Active,,Female,291
 Kaski,  60 - 64 Years,Not Economically Active,,,Male,1924
 Kaski,  60 - 64 Years,Not Economically Active,,,Female,4321
 Kaski,  60 - 64 Years,Economic Activity Not Stated,,,Male,24
 Kaski,  60 - 64 Years,Economic Activity Not Stated,,,Female,29
 Kaski,  65 - 69 Years,Total Population 10 Yrs. and above,,,,10023
 Kaski,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2560
 Kaski,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1463
 Kaski,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,22
 Kaski,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,8
 Kaski,  65 - 69 Years,Economically Active,Not Usually Active,,Male,135
 Kaski,  65 - 69 Years,Economically Active,Not Usually Active,,Female,213
 Kaski,  65 - 69 Years,Not Economically Active,,,Male,1879
 Kaski,  65 - 69 Years,Not Economically Active,,,Female,3719
 Kaski,  65 - 69 Years,Economic Activity Not Stated,,,Male,0
 Kaski,  65 - 69 Years,Economic Activity Not Stated,,,Female,24
 Kaski,  70 - 74 Years,Total Population 10 Yrs. and above,,,,7985
 Kaski,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1554
 Kaski,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,615
 Kaski,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Kaski,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,0
 Kaski,  70 - 74 Years,Economically Active,Not Usually Active,,Male,103
 Kaski,  70 - 74 Years,Economically Active,Not Usually Active,,Female,165
 Kaski,  70 - 74 Years,Not Economically Active,,,Male,2043
 Kaski,  70 - 74 Years,Not Economically Active,,,Female,3460
 Kaski,  70 - 74 Years,Economic Activity Not Stated,,,Male,8
 Kaski,  70 - 74 Years,Economic Activity Not Stated,,,Female,38
 Kaski,  75+ Years,Total Population 10 Yrs. and above,,,,11464
 Kaski,  75+ Years,Economically Active,Usually Active,Employed,Male,867
 Kaski,  75+ Years,Economically Active,Usually Active,Employed,Female,301
 Kaski,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Kaski,  75+ Years,Economically Active,Usually Active,Unemployed,Female,8
 Kaski,  75+ Years,Economically Active,Not Usually Active,,Male,87
 Kaski,  75+ Years,Economically Active,Not Usually Active,,Female,82
 Kaski,  75+ Years,Not Economically Active,,,Male,4161
 Kaski,  75+ Years,Not Economically Active,,,Female,5935
 Kaski,  75+ Years,Economic Activity Not Stated,,,Male,24
 Kaski,  75+ Years,Economic Activity Not Stated,,,Female,0
 Manang,  10 - 14 Years,Total Population 10 Yrs. and above,,,,518
 Manang,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,15
 Manang,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,7
 Manang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  10 - 14 Years,Economically Active,Not Usually Active,,Male,25
 Manang,  10 - 14 Years,Economically Active,Not Usually Active,,Female,34
 Manang,  10 - 14 Years,Not Economically Active,,,Male,205
 Manang,  10 - 14 Years,Not Economically Active,,,Female,232
 Manang,  10 - 14 Years,Economic Activity Not Stated,,,Male,0
 Manang,  10 - 14 Years,Economic Activity Not Stated,,,Female,0
 Manang,  15 - 19 Years,Total Population 10 Yrs. and above,,,,526
 Manang,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,88
 Manang,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,49
 Manang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  15 - 19 Years,Economically Active,Not Usually Active,,Male,48
 Manang,  15 - 19 Years,Economically Active,Not Usually Active,,Female,29
 Manang,  15 - 19 Years,Not Economically Active,,,Male,143
 Manang,  15 - 19 Years,Not Economically Active,,,Female,169
 Manang,  15 - 19 Years,Economic Activity Not Stated,,,Male,0
 Manang,  15 - 19 Years,Economic Activity Not Stated,,,Female,0
 Manang,  20 - 24 Years,Total Population 10 Yrs. and above,,,,559
 Manang,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,202
 Manang,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,166
 Manang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,6
 Manang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,2
 Manang,  20 - 24 Years,Economically Active,Not Usually Active,,Male,11
 Manang,  20 - 24 Years,Economically Active,Not Usually Active,,Female,13
 Manang,  20 - 24 Years,Not Economically Active,,,Male,77
 Manang,  20 - 24 Years,Not Economically Active,,,Female,82
 Manang,  20 - 24 Years,Economic Activity Not Stated,,,Male,0
 Manang,  20 - 24 Years,Economic Activity Not Stated,,,Female,0
 Manang,  25 - 29 Years,Total Population 10 Yrs. and above,,,,557
 Manang,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,274
 Manang,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,202
 Manang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,9
 Manang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,1
 Manang,  25 - 29 Years,Economically Active,Not Usually Active,,Male,2
 Manang,  25 - 29 Years,Economically Active,Not Usually Active,,Female,7
 Manang,  25 - 29 Years,Not Economically Active,,,Male,28
 Manang,  25 - 29 Years,Not Economically Active,,,Female,34
 Manang,  25 - 29 Years,Economic Activity Not Stated,,,Male,0
 Manang,  25 - 29 Years,Economic Activity Not Stated,,,Female,0
 Manang,  30 - 34 Years,Total Population 10 Yrs. and above,,,,433
 Manang,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,208
 Manang,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,188
 Manang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,3
 Manang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  30 - 34 Years,Economically Active,Not Usually Active,,Male,0
 Manang,  30 - 34 Years,Economically Active,Not Usually Active,,Female,3
 Manang,  30 - 34 Years,Not Economically Active,,,Male,17
 Manang,  30 - 34 Years,Not Economically Active,,,Female,14
 Manang,  30 - 34 Years,Economic Activity Not Stated,,,Male,0
 Manang,  30 - 34 Years,Economic Activity Not Stated,,,Female,0
 Manang,  35 - 39 Years,Total Population 10 Yrs. and above,,,,431
 Manang,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,214
 Manang,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,192
 Manang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,2
 Manang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  35 - 39 Years,Economically Active,Not Usually Active,,Male,1
 Manang,  35 - 39 Years,Economically Active,Not Usually Active,,Female,3
 Manang,  35 - 39 Years,Not Economically Active,,,Male,7
 Manang,  35 - 39 Years,Not Economically Active,,,Female,12
 Manang,  35 - 39 Years,Economic Activity Not Stated,,,Male,0
 Manang,  35 - 39 Years,Economic Activity Not Stated,,,Female,0
 Manang,  40 - 44 Years,Total Population 10 Yrs. and above,,,,395
 Manang,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,216
 Manang,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,164
 Manang,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  40 - 44 Years,Economically Active,Not Usually Active,,Male,0
 Manang,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1
 Manang,  40 - 44 Years,Not Economically Active,,,Male,3
 Manang,  40 - 44 Years,Not Economically Active,,,Female,11
 Manang,  40 - 44 Years,Economic Activity Not Stated,,,Male,0
 Manang,  40 - 44 Years,Economic Activity Not Stated,,,Female,0
 Manang,  45 - 49 Years,Total Population 10 Yrs. and above,,,,340
 Manang,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,185
 Manang,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,134
 Manang,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  45 - 49 Years,Economically Active,Not Usually Active,,Male,1
 Manang,  45 - 49 Years,Economically Active,Not Usually Active,,Female,4
 Manang,  45 - 49 Years,Not Economically Active,,,Male,4
 Manang,  45 - 49 Years,Not Economically Active,,,Female,12
 Manang,  45 - 49 Years,Economic Activity Not Stated,,,Male,0
 Manang,  45 - 49 Years,Economic Activity Not Stated,,,Female,0
 Manang,  50 - 54 Years,Total Population 10 Yrs. and above,,,,307
 Manang,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,172
 Manang,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,118
 Manang,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  50 - 54 Years,Economically Active,Not Usually Active,,Male,0
 Manang,  50 - 54 Years,Economically Active,Not Usually Active,,Female,0
 Manang,  50 - 54 Years,Not Economically Active,,,Male,7
 Manang,  50 - 54 Years,Not Economically Active,,,Female,10
 Manang,  50 - 54 Years,Economic Activity Not Stated,,,Male,0
 Manang,  50 - 54 Years,Economic Activity Not Stated,,,Female,0
 Manang,  55 - 59 Years,Total Population 10 Yrs. and above,,,,256
 Manang,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,124
 Manang,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,115
 Manang,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  55 - 59 Years,Economically Active,Not Usually Active,,Male,1
 Manang,  55 - 59 Years,Economically Active,Not Usually Active,,Female,0
 Manang,  55 - 59 Years,Not Economically Active,,,Male,9
 Manang,  55 - 59 Years,Not Economically Active,,,Female,7
 Manang,  55 - 59 Years,Economic Activity Not Stated,,,Male,0
 Manang,  55 - 59 Years,Economic Activity Not Stated,,,Female,0
 Manang,  60 - 64 Years,Total Population 10 Yrs. and above,,,,230
 Manang,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,87
 Manang,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,109
 Manang,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  60 - 64 Years,Economically Active,Not Usually Active,,Male,2
 Manang,  60 - 64 Years,Economically Active,Not Usually Active,,Female,1
 Manang,  60 - 64 Years,Not Economically Active,,,Male,8
 Manang,  60 - 64 Years,Not Economically Active,,,Female,23
 Manang,  60 - 64 Years,Economic Activity Not Stated,,,Male,0
 Manang,  60 - 64 Years,Economic Activity Not Stated,,,Female,0
 Manang,  65 - 69 Years,Total Population 10 Yrs. and above,,,,157
 Manang,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,66
 Manang,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,54
 Manang,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  65 - 69 Years,Economically Active,Not Usually Active,,Male,0
 Manang,  65 - 69 Years,Economically Active,Not Usually Active,,Female,3
 Manang,  65 - 69 Years,Not Economically Active,,,Male,13
 Manang,  65 - 69 Years,Not Economically Active,,,Female,21
 Manang,  65 - 69 Years,Economic Activity Not Stated,,,Male,0
 Manang,  65 - 69 Years,Economic Activity Not Stated,,,Female,0
 Manang,  70 - 74 Years,Total Population 10 Yrs. and above,,,,149
 Manang,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,43
 Manang,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,42
 Manang,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,1
 Manang,  70 - 74 Years,Economically Active,Not Usually Active,,Male,4
 Manang,  70 - 74 Years,Economically Active,Not Usually Active,,Female,4
 Manang,  70 - 74 Years,Not Economically Active,,,Male,17
 Manang,  70 - 74 Years,Not Economically Active,,,Female,38
 Manang,  70 - 74 Years,Economic Activity Not Stated,,,Male,0
 Manang,  70 - 74 Years,Economic Activity Not Stated,,,Female,0
 Manang,  75+ Years,Total Population 10 Yrs. and above,,,,143
 Manang,  75+ Years,Economically Active,Usually Active,Employed,Male,15
 Manang,  75+ Years,Economically Active,Usually Active,Employed,Female,11
 Manang,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Manang,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Manang,  75+ Years,Economically Active,Not Usually Active,,Male,3
 Manang,  75+ Years,Economically Active,Not Usually Active,,Female,2
 Manang,  75+ Years,Not Economically Active,,,Male,45
 Manang,  75+ Years,Not Economically Active,,,Female,67
 Manang,  75+ Years,Economic Activity Not Stated,,,Male,0
 Manang,  75+ Years,Economic Activity Not Stated,,,Female,0
 Mustang,  10 - 14 Years,Total Population 10 Yrs. and above,,,,724
 Mustang,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,23
 Mustang,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,30
 Mustang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,0
 Mustang,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,0
 Mustang,  10 - 14 Years,Economically Active,Not Usually Active,,Male,3
 Mustang,  10 - 14 Years,Economically Active,Not Usually Active,,Female,8
 Mustang,  10 - 14 Years,Not Economically Active,,,Male,317
 Mustang,  10 - 14 Years,Not Economically Active,,,Female,342
 Mustang,  10 - 14 Years,Economic Activity Not Stated,,,Male,0
 Mustang,  10 - 14 Years,Economic Activity Not Stated,,,Female,1
 Mustang,  15 - 19 Years,Total Population 10 Yrs. and above,,,,785
 Mustang,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,150
 Mustang,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,234
 Mustang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,3
 Mustang,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,3
 Mustang,  15 - 19 Years,Economically Active,Not Usually Active,,Male,20
 Mustang,  15 - 19 Years,Economically Active,Not Usually Active,,Female,6
 Mustang,  15 - 19 Years,Not Economically Active,,,Male,172
 Mustang,  15 - 19 Years,Not Economically Active,,,Female,196
 Mustang,  15 - 19 Years,Economic Activity Not Stated,,,Male,1
 Mustang,  15 - 19 Years,Economic Activity Not Stated,,,Female,0
 Mustang,  20 - 24 Years,Total Population 10 Yrs. and above,,,,945
 Mustang,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,346
 Mustang,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,403
 Mustang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,4
 Mustang,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,3
 Mustang,  20 - 24 Years,Economically Active,Not Usually Active,,Male,10
 Mustang,  20 - 24 Years,Economically Active,Not Usually Active,,Female,8
 Mustang,  20 - 24 Years,Not Economically Active,,,Male,76
 Mustang,  20 - 24 Years,Not Economically Active,,,Female,93
 Mustang,  20 - 24 Years,Economic Activity Not Stated,,,Male,0
 Mustang,  20 - 24 Years,Economic Activity Not Stated,,,Female,2
 Mustang,  25 - 29 Years,Total Population 10 Yrs. and above,,,,1107
 Mustang,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,490
 Mustang,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,515
 Mustang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,5
 Mustang,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,3
 Mustang,  25 - 29 Years,Economically Active,Not Usually Active,,Male,5
 Mustang,  25 - 29 Years,Economically Active,Not Usually Active,,Female,11
 Mustang,  25 - 29 Years,Not Economically Active,,,Male,37
 Mustang,  25 - 29 Years,Not Economically Active,,,Female,39
 Mustang,  25 - 29 Years,Economic Activity Not Stated,,,Male,0
 Mustang,  25 - 29 Years,Economic Activity Not Stated,,,Female,2
 Mustang,  30 - 34 Years,Total Population 10 Yrs. and above,,,,926
 Mustang,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,439
 Mustang,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,426
 Mustang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,4
 Mustang,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,0
 Mustang,  30 - 34 Years,Economically Active,Not Usually Active,,Male,0
 Mustang,  30 - 34 Years,Economically Active,Not Usually Active,,Female,10
 Mustang,  30 - 34 Years,Not Economically Active,,,Male,18
 Mustang,  30 - 34 Years,Not Economically Active,,,Female,27
 Mustang,  30 - 34 Years,Economic Activity Not Stated,,,Male,0
 Mustang,  30 - 34 Years,Economic Activity Not Stated,,,Female,2
 Mustang,  35 - 39 Years,Total Population 10 Yrs. and above,,,,922
 Mustang,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,456
 Mustang,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,414
 Mustang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,3
 Mustang,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,1
 Mustang,  35 - 39 Years,Economically Active,Not Usually Active,,Male,1
 Mustang,  35 - 39 Years,Economically Active,Not Usually Active,,Female,14
