District,Gender,Age-Group,Type of activity performed 1,Month,Value
Kapilbastu,Male,55 - 59 Years,Economic,8+ months,7297
Kapilbastu,Male,55 - 59 Years,Extended economic,< 3 months,  151
Kapilbastu,Male,55 - 59 Years,Extended economic,3 - 5 months,  136
Kapilbastu,Male,55 - 59 Years,Extended economic,6 - 7 months,105
Kapilbastu,Male,55 - 59 Years,Extended economic,8+ months,  92
Kapilbastu,Male,55 - 59 Years,Seeking economic job,< 3 months, 84
Kapilbastu,Male,55 - 59 Years,Seeking economic job,3-5 months, 75
Kapilbastu,Male,55 - 59 Years,Seeking economic job,6-7 months,8
Kapilbastu,Male,55 - 59 Years,Seeking economic job,8+ months, 24
Kapilbastu,Male,55 - 59 Years,Non-economic work,< 3 months,388
Kapilbastu,Male,55 - 59 Years,Non-economic work,3 - 5 months, 663
Kapilbastu,Male,55 - 59 Years,Non-economic work,6 - 7 months,188
Kapilbastu,Male,55 - 59 Years,Non-economic work,8+ months,  522
Kapilbastu,Male,55 - 59 Years,Activity not stated,,  50
Kapilbastu,Male,60 - 64 Years,Any work total person,, 8303
Kapilbastu,Male,60 - 64 Years,Economic,< 3 months,  42
Kapilbastu,Male,60 - 64 Years,Economic,3 - 5 months, 240
Kapilbastu,Male,60 - 64 Years,Economic,6 - 7 months, 536
Kapilbastu,Male,60 - 64 Years,Economic,8+ months,5993
Kapilbastu,Male,60 - 64 Years,Extended economic,< 3 months,  202
Kapilbastu,Male,60 - 64 Years,Extended economic,3 - 5 months,  191
Kapilbastu,Male,60 - 64 Years,Extended economic,6 - 7 months, 43
Kapilbastu,Male,60 - 64 Years,Extended economic,8+ months,  83
Kapilbastu,Male,60 - 64 Years,Seeking economic job,< 3 months,117
Kapilbastu,Male,60 - 64 Years,Seeking economic job,3-5 months, 49
Kapilbastu,Male,60 - 64 Years,Seeking economic job,6-7 months,  32
Kapilbastu,Male,60 - 64 Years,Seeking economic job,8+ months, 18
Kapilbastu,Male,60 - 64 Years,Non-economic work,< 3 months,383
Kapilbastu,Male,60 - 64 Years,Non-economic work,3 - 5 months, 524
Kapilbastu,Male,60 - 64 Years,Non-economic work,6 - 7 months,322
Kapilbastu,Male,60 - 64 Years,Non-economic work,8+ months, 1545
Kapilbastu,Male,60 - 64 Years,Activity not stated,,  44
Kapilbastu,Male,65 - 69 Years,Any work total person,, 6547
Kapilbastu,Male,65 - 69 Years,Economic,< 3 months,  85
Kapilbastu,Male,65 - 69 Years,Economic,3 - 5 months, 185
Kapilbastu,Male,65 - 69 Years,Economic,6 - 7 months, 319
Kapilbastu,Male,65 - 69 Years,Economic,8+ months,4019
Kapilbastu,Male,65 - 69 Years,Extended economic,< 3 months,  125
Kapilbastu,Male,65 - 69 Years,Extended economic,3 - 5 months,  189
Kapilbastu,Male,65 - 69 Years,Extended economic,6 - 7 months, 23
Kapilbastu,Male,65 - 69 Years,Extended economic,8+ months,  88
Kapilbastu,Male,65 - 69 Years,Seeking economic job,< 3 months, 57
Kapilbastu,Male,65 - 69 Years,Seeking economic job,3-5 months, 78
Kapilbastu,Male,65 - 69 Years,Seeking economic job,6-7 months,  15
Kapilbastu,Male,65 - 69 Years,Seeking economic job,8+ months, 23
Kapilbastu,Male,65 - 69 Years,Non-economic work,< 3 months,264
Kapilbastu,Male,65 - 69 Years,Non-economic work,3 - 5 months, 423
Kapilbastu,Male,65 - 69 Years,Non-economic work,6 - 7 months,163
Kapilbastu,Male,65 - 69 Years,Non-economic work,8+ months, 2019
Kapilbastu,Male,65 - 69 Years,Activity not stated,,  42
Kapilbastu,Male,70 - 74 Years,Any work total person,, 4621
Kapilbastu,Male,70 - 74 Years,Economic,< 3 months,  76
Kapilbastu,Male,70 - 74 Years,Economic,3 - 5 months,  85
Kapilbastu,Male,70 - 74 Years,Economic,6 - 7 months, 178
Kapilbastu,Male,70 - 74 Years,Economic,8+ months,2010
Kapilbastu,Male,70 - 74 Years,Extended economic,< 3 months,52
Kapilbastu,Male,70 - 74 Years,Extended economic,3 - 5 months,59
Kapilbastu,Male,70 - 74 Years,Extended economic,6 - 7 months, 17
Kapilbastu,Male,70 - 74 Years,Extended economic,8+ months,  59
Kapilbastu,Male,70 - 74 Years,Seeking economic job,< 3 months, 34
Kapilbastu,Male,70 - 74 Years,Seeking economic job,3-5 months,  0
Kapilbastu,Male,70 - 74 Years,Seeking economic job,6-7 months,8
Kapilbastu,Male,70 - 74 Years,Seeking economic job,8+ months, 17
Kapilbastu,Male,70 - 74 Years,Non-economic work,< 3 months,154
Kapilbastu,Male,70 - 74 Years,Non-economic work,3 - 5 months, 196
Kapilbastu,Male,70 - 74 Years,Non-economic work,6 - 7 months,130
Kapilbastu,Male,70 - 74 Years,Non-economic work,8+ months, 2286
Kapilbastu,Male,70 - 74 Years,Activity not stated,,  52
Kapilbastu,Male,75+ Years,Any work total person,,  4115
Kapilbastu,Male,75+ Years,Economic,< 3 months,  83
Kapilbastu,Male,75+ Years,Economic,3 - 5 months,  68
Kapilbastu,Male,75+ Years,Economic,6 - 7 months, 165
Kapilbastu,Male,75+ Years,Economic,8+ months,1001
Kapilbastu,Male,75+ Years,Extended economic,< 3 months,76
Kapilbastu,Male,75+ Years,Extended economic,3 - 5 months,39
Kapilbastu,Male,75+ Years,Extended economic,6 - 7 months,  0
Kapilbastu,Male,75+ Years,Extended economic,8+ months,  16
Kapilbastu,Male,75+ Years,Seeking economic job,< 3 months, 23
Kapilbastu,Male,75+ Years,Seeking economic job,3-5 months,  8
Kapilbastu,Male,75+ Years,Seeking economic job,6-7 months,8
Kapilbastu,Male,75+ Years,Seeking economic job,8+ months,  0
Kapilbastu,Male,75+ Years,Non-economic work,< 3 months, 46
Kapilbastu,Male,75+ Years,Non-economic work,3 - 5 months, 128
Kapilbastu,Male,75+ Years,Non-economic work,6 - 7 months,113
Kapilbastu,Male,75+ Years,Non-economic work,8+ months, 2893
Kapilbastu,Male,75+ Years,Activity not stated,,  33
Kapilbastu,Female,10 - 14 Years,Any work total person,,37601
Kapilbastu,Female,10 - 14 Years,Economic,< 3 months, 662
Kapilbastu,Female,10 - 14 Years,Economic,3 - 5 months, 710
Kapilbastu,Female,10 - 14 Years,Economic,6 - 7 months, 556
Kapilbastu,Female,10 - 14 Years,Economic,8+ months, 1035
Kapilbastu,Female,10 - 14 Years,Extended economic,< 3 months, 353
Kapilbastu,Female,10 - 14 Years,Extended economic,3 - 5 months,  180
Kapilbastu,Female,10 - 14 Years,Extended economic,6 - 7 months, 68
Kapilbastu,Female,10 - 14 Years,Extended economic,8+ months, 145
Kapilbastu,Female,10 - 14 Years,Seeking economic job,< 3 months, 75
Kapilbastu,Female,10 - 14 Years,Seeking economic job,3-5 months, 9
Kapilbastu,Female,10 - 14 Years,Seeking economic job,6-7 months,24
Kapilbastu,Female,10 - 14 Years,Seeking economic job,8+ months, 33
Kapilbastu,Female,10 - 14 Years,Non-economic work,< 3 months,192
Kapilbastu,Female,10 - 14 Years,Non-economic work,3 - 5 months, 393
Kapilbastu,Female,10 - 14 Years,Non-economic work,6 - 7 months,593
Kapilbastu,Female,10 - 14 Years,Non-economic work,8+ months,34594
Kapilbastu,Female,10 - 14 Years,Activity not stated,, 996
Kapilbastu,Female,15 - 19 Years,Any work total person,,31058
Kapilbastu,Female,15 - 19 Years,Economic,< 3 months, 768
Kapilbastu,Female,15 - 19 Years,Economic,3 - 5 months,1177
Kapilbastu,Female,15 - 19 Years,Economic,6 - 7 months,1577
Kapilbastu,Female,15 - 19 Years,Economic,8+ months, 3303
Kapilbastu,Female,15 - 19 Years,Extended economic,< 3 months, 589
Kapilbastu,Female,15 - 19 Years,Extended economic,3 - 5 months,  422
Kapilbastu,Female,15 - 19 Years,Extended economic,6 - 7 months,211
Kapilbastu,Female,15 - 19 Years,Extended economic,8+ months, 223
Kapilbastu,Female,15 - 19 Years,Seeking economic job,< 3 months,214
Kapilbastu,Female,15 - 19 Years,Seeking economic job,3-5 months,  130
Kapilbastu,Female,15 - 19 Years,Seeking economic job,6-7 months,83
Kapilbastu,Female,15 - 19 Years,Seeking economic job,8+ months, 75
Kapilbastu,Female,15 - 19 Years,Non-economic work,< 3 months,464
Kapilbastu,Female,15 - 19 Years,Non-economic work,3 - 5 months,1370
Kapilbastu,Female,15 - 19 Years,Non-economic work,6 - 7 months,  1393
Kapilbastu,Female,15 - 19 Years,Non-economic work,8+ months,24796
Kapilbastu,Female,15 - 19 Years,Activity not stated,, 499
Kapilbastu,Female,20 - 24 Years,Any work total person,,25613
Kapilbastu,Female,20 - 24 Years,Economic,< 3 months, 524
Kapilbastu,Female,20 - 24 Years,Economic,3 - 5 months,1391
Kapilbastu,Female,20 - 24 Years,Economic,6 - 7 months,2212
Kapilbastu,Female,20 - 24 Years,Economic,8+ months, 4906
Kapilbastu,Female,20 - 24 Years,Extended economic,< 3 months, 586
Kapilbastu,Female,20 - 24 Years,Extended economic,3 - 5 months,  563
Kapilbastu,Female,20 - 24 Years,Extended economic,6 - 7 months,342
Kapilbastu,Female,20 - 24 Years,Extended economic,8+ months, 165
Kapilbastu,Female,20 - 24 Years,Seeking economic job,< 3 months,149
Kapilbastu,Female,20 - 24 Years,Seeking economic job,3-5 months,  154
Kapilbastu,Female,20 - 24 Years,Seeking economic job,6-7 months,83
Kapilbastu,Female,20 - 24 Years,Seeking economic job,8+ months,121
Kapilbastu,Female,20 - 24 Years,Non-economic work,< 3 months,744
Kapilbastu,Female,20 - 24 Years,Non-economic work,3 - 5 months,1730
Kapilbastu,Female,20 - 24 Years,Non-economic work,6 - 7 months,  1779
Kapilbastu,Female,20 - 24 Years,Non-economic work,8+ months,17223
Kapilbastu,Female,20 - 24 Years,Activity not stated,, 399
Kapilbastu,Female,25 - 29 Years,Any work total person,,22889
Kapilbastu,Female,25 - 29 Years,Economic,< 3 months, 542
Kapilbastu,Female,25 - 29 Years,Economic,3 - 5 months,1625
Kapilbastu,Female,25 - 29 Years,Economic,6 - 7 months,2565
Kapilbastu,Female,25 - 29 Years,Economic,8+ months, 5608
Kapilbastu,Female,25 - 29 Years,Extended economic,< 3 months, 764
Kapilbastu,Female,25 - 29 Years,Extended economic,3 - 5 months,  662
Kapilbastu,Female,25 - 29 Years,Extended economic,6 - 7 months,363
Kapilbastu,Female,25 - 29 Years,Extended economic,8+ months, 172
Kapilbastu,Female,25 - 29 Years,Seeking economic job,< 3 months,127
Kapilbastu,Female,25 - 29 Years,Seeking economic job,3-5 months,86
Kapilbastu,Female,25 - 29 Years,Seeking economic job,6-7 months,32
Kapilbastu,Female,25 - 29 Years,Seeking economic job,8+ months, 41
Kapilbastu,Female,25 - 29 Years,Non-economic work,< 3 months,659
Kapilbastu,Female,25 - 29 Years,Non-economic work,3 - 5 months,2210
Kapilbastu,Female,25 - 29 Years,Non-economic work,6 - 7 months,  1998
Kapilbastu,Female,25 - 29 Years,Non-economic work,8+ months,13374
Kapilbastu,Female,25 - 29 Years,Activity not stated,, 410
Kapilbastu,Female,30 - 34 Years,Any work total person,,19990
Kapilbastu,Female,30 - 34 Years,Economic,< 3 months, 453
Kapilbastu,Female,30 - 34 Years,Economic,3 - 5 months,1354
Kapilbastu,Female,30 - 34 Years,Economic,6 - 7 months,2332
Kapilbastu,Female,30 - 34 Years,Economic,8+ months, 5588
Kapilbastu,Female,30 - 34 Years,Extended economic,< 3 months, 785
Kapilbastu,Female,30 - 34 Years,Extended economic,3 - 5 months,  689
Kapilbastu,Female,30 - 34 Years,Extended economic,6 - 7 months,314
Kapilbastu,Female,30 - 34 Years,Extended economic,8+ months, 183
Kapilbastu,Female,30 - 34 Years,Seeking economic job,< 3 months,108
Kapilbastu,Female,30 - 34 Years,Seeking economic job,3-5 months,  109
Kapilbastu,Female,30 - 34 Years,Seeking economic job,6-7 months,27
Kapilbastu,Female,30 - 34 Years,Seeking economic job,8+ months, 35
Kapilbastu,Female,30 - 34 Years,Non-economic work,< 3 months,717
Kapilbastu,Female,30 - 34 Years,Non-economic work,3 - 5 months,1852
Kapilbastu,Female,30 - 34 Years,Non-economic work,6 - 7 months,  1993
Kapilbastu,Female,30 - 34 Years,Non-economic work,8+ months,10904
Kapilbastu,Female,30 - 34 Years,Activity not stated,, 271
Kapilbastu,Female,35 - 39 Years,Any work total person,,16924
Kapilbastu,Female,35 - 39 Years,Economic,< 3 months, 291
Kapilbastu,Female,35 - 39 Years,Economic,3 - 5 months,1324
Kapilbastu,Female,35 - 39 Years,Economic,6 - 7 months,2104
Kapilbastu,Female,35 - 39 Years,Economic,8+ months, 5059
Kapilbastu,Female,35 - 39 Years,Extended economic,< 3 months, 700
Kapilbastu,Female,35 - 39 Years,Extended economic,3 - 5 months,  522
Kapilbastu,Female,35 - 39 Years,Extended economic,6 - 7 months,165
Kapilbastu,Female,35 - 39 Years,Extended economic,8+ months, 137
Kapilbastu,Female,35 - 39 Years,Seeking economic job,< 3 months, 88
Kapilbastu,Female,35 - 39 Years,Seeking economic job,3-5 months,  108
Kapilbastu,Female,35 - 39 Years,Seeking economic job,6-7 months,19
Kapilbastu,Female,35 - 39 Years,Seeking economic job,8+ months, 27
Kapilbastu,Female,35 - 39 Years,Non-economic work,< 3 months,680
Kapilbastu,Female,35 - 39 Years,Non-economic work,3 - 5 months,1917
Kapilbastu,Female,35 - 39 Years,Non-economic work,6 - 7 months,  1747
Kapilbastu,Female,35 - 39 Years,Non-economic work,8+ months, 8761
Kapilbastu,Female,35 - 39 Years,Activity not stated,, 249
Kapilbastu,Female,40 - 44 Years,Any work total person,,14095
Kapilbastu,Female,40 - 44 Years,Economic,< 3 months, 245
Kapilbastu,Female,40 - 44 Years,Economic,3 - 5 months,1114
Kapilbastu,Female,40 - 44 Years,Economic,6 - 7 months,1953
Kapilbastu,Female,40 - 44 Years,Economic,8+ months, 4351
Kapilbastu,Female,40 - 44 Years,Extended economic,< 3 months, 538
Kapilbastu,Female,40 - 44 Years,Extended economic,3 - 5 months,  395
Kapilbastu,Female,40 - 44 Years,Extended economic,6 - 7 months,233
Kapilbastu,Female,40 - 44 Years,Extended economic,8+ months,  76
Kapilbastu,Female,40 - 44 Years,Seeking economic job,< 3 months, 96
Kapilbastu,Female,40 - 44 Years,Seeking economic job,3-5 months,  118
Kapilbastu,Female,40 - 44 Years,Seeking economic job,6-7 months,56
Kapilbastu,Female,40 - 44 Years,Seeking economic job,8+ months, 32
Kapilbastu,Female,40 - 44 Years,Non-economic work,< 3 months,544
Kapilbastu,Female,40 - 44 Years,Non-economic work,3 - 5 months,1609
Kapilbastu,Female,40 - 44 Years,Non-economic work,6 - 7 months,  1607
Kapilbastu,Female,40 - 44 Years,Non-economic work,8+ months, 7006
Kapilbastu,Female,40 - 44 Years,Activity not stated,, 136
Kapilbastu,Female,45 - 49 Years,Any work total person,,11258
Kapilbastu,Female,45 - 49 Years,Economic,< 3 months, 235
Kapilbastu,Female,45 - 49 Years,Economic,3 - 5 months, 880
Kapilbastu,Female,45 - 49 Years,Economic,6 - 7 months,1532
Kapilbastu,Female,45 - 49 Years,Economic,8+ months, 3591
Kapilbastu,Female,45 - 49 Years,Extended economic,< 3 months, 432
Kapilbastu,Female,45 - 49 Years,Extended economic,3 - 5 months,  419
Kapilbastu,Female,45 - 49 Years,Extended economic,6 - 7 months, 94
Kapilbastu,Female,45 - 49 Years,Extended economic,8+ months,  77
Kapilbastu,Female,45 - 49 Years,Seeking economic job,< 3 months, 48
Kapilbastu,Female,45 - 49 Years,Seeking economic job,3-5 months,74
Kapilbastu,Female,45 - 49 Years,Seeking economic job,6-7 months,33
Kapilbastu,Female,45 - 49 Years,Seeking economic job,8+ months,  8
Kapilbastu,Female,45 - 49 Years,Non-economic work,< 3 months,423
Kapilbastu,Female,45 - 49 Years,Non-economic work,3 - 5 months,1306
Kapilbastu,Female,45 - 49 Years,Non-economic work,6 - 7 months,  1278
Kapilbastu,Female,45 - 49 Years,Non-economic work,8+ months, 5568
Kapilbastu,Female,45 - 49 Years,Activity not stated,,  94
Kapilbastu,Female,50 - 54 Years,Any work total person,, 9166
Kapilbastu,Female,50 - 54 Years,Economic,< 3 months, 172
Kapilbastu,Female,50 - 54 Years,Economic,3 - 5 months, 610
Kapilbastu,Female,50 - 54 Years,Economic,6 - 7 months,1034
Kapilbastu,Female,50 - 54 Years,Economic,8+ months, 2678
Kapilbastu,Female,50 - 54 Years,Extended economic,< 3 months, 327
Kapilbastu,Female,50 - 54 Years,Extended economic,3 - 5 months,  267
Kapilbastu,Female,50 - 54 Years,Extended economic,6 - 7 months,110
Kapilbastu,Female,50 - 54 Years,Extended economic,8+ months,  65
Kapilbastu,Female,50 - 54 Years,Seeking economic job,< 3 months, 55
Kapilbastu,Female,50 - 54 Years,Seeking economic job,3-5 months,10
Kapilbastu,Female,50 - 54 Years,Seeking economic job,6-7 months, 8
Kapilbastu,Female,50 - 54 Years,Seeking economic job,8+ months, 32
Kapilbastu,Female,50 - 54 Years,Non-economic work,< 3 months,185
Kapilbastu,Female,50 - 54 Years,Non-economic work,3 - 5 months, 964
Kapilbastu,Female,50 - 54 Years,Non-economic work,6 - 7 months,867
Kapilbastu,Female,50 - 54 Years,Non-economic work,8+ months, 5056
Kapilbastu,Female,50 - 54 Years,Activity not stated,,  21
Kapilbastu,Female,55 - 59 Years,Any work total person,, 8127
Kapilbastu,Female,55 - 59 Years,Economic,< 3 months,  93
Kapilbastu,Female,55 - 59 Years,Economic,3 - 5 months, 567
Kapilbastu,Female,55 - 59 Years,Economic,6 - 7 months, 834
Kapilbastu,Female,55 - 59 Years,Economic,8+ months, 2397
Kapilbastu,Female,55 - 59 Years,Extended economic,< 3 months, 265
Kapilbastu,Female,55 - 59 Years,Extended economic,3 - 5 months,  217
Kapilbastu,Female,55 - 59 Years,Extended economic,6 - 7 months,144
Kapilbastu,Female,55 - 59 Years,Extended economic,8+ months,  58
Kapilbastu,Female,55 - 59 Years,Seeking economic job,< 3 months, 27
Kapilbastu,Female,55 - 59 Years,Seeking economic job,3-5 months,69
Kapilbastu,Female,55 - 59 Years,Seeking economic job,6-7 months,16
Kapilbastu,Female,55 - 59 Years,Seeking economic job,8+ months,  1
Kapilbastu,Female,55 - 59 Years,Non-economic work,< 3 months,377
Kapilbastu,Female,55 - 59 Years,Non-economic work,3 - 5 months, 761
Kapilbastu,Female,55 - 59 Years,Non-economic work,6 - 7 months,722
Kapilbastu,Female,55 - 59 Years,Non-economic work,8+ months, 4501
Kapilbastu,Female,55 - 59 Years,Activity not stated,,  91
Kapilbastu,Female,60 - 64 Years,Any work total person,, 7854
Kapilbastu,Female,60 - 64 Years,Economic,< 3 months, 182
Kapilbastu,Female,60 - 64 Years,Economic,3 - 5 months, 493
Kapilbastu,Female,60 - 64 Years,Economic,6 - 7 months, 647
Kapilbastu,Female,60 - 64 Years,Economic,8+ months, 1862
Kapilbastu,Female,60 - 64 Years,Extended economic,< 3 months, 195
Kapilbastu,Female,60 - 64 Years,Extended economic,3 - 5 months,  158
Kapilbastu,Female,60 - 64 Years,Extended economic,6 - 7 months, 95
Kapilbastu,Female,60 - 64 Years,Extended economic,8+ months,  49
Kapilbastu,Female,60 - 64 Years,Seeking economic job,< 3 months, 39
Kapilbastu,Female,60 - 64 Years,Seeking economic job,3-5 months,16
Kapilbastu,Female,60 - 64 Years,Seeking economic job,6-7 months, 0
Kapilbastu,Female,60 - 64 Years,Seeking economic job,8+ months, 17
Kapilbastu,Female,60 - 64 Years,Non-economic work,< 3 months,225
Kapilbastu,Female,60 - 64 Years,Non-economic work,3 - 5 months, 676
Kapilbastu,Female,60 - 64 Years,Non-economic work,6 - 7 months,531
Kapilbastu,Female,60 - 64 Years,Non-economic work,8+ months, 5000
Kapilbastu,Female,60 - 64 Years,Activity not stated,,  72
Kapilbastu,Female,65 - 69 Years,Any work total person,, 5476
Kapilbastu,Female,65 - 69 Years,Economic,< 3 months, 104
Kapilbastu,Female,65 - 69 Years,Economic,3 - 5 months, 245
Kapilbastu,Female,65 - 69 Years,Economic,6 - 7 months, 343
Kapilbastu,Female,65 - 69 Years,Economic,8+ months,  838
Kapilbastu,Female,65 - 69 Years,Extended economic,< 3 months, 112
Kapilbastu,Female,65 - 69 Years,Extended economic,3 - 5 months,83
Kapilbastu,Female,65 - 69 Years,Extended economic,6 - 7 months, 72
Kapilbastu,Female,65 - 69 Years,Extended economic,8+ months,  41
Kapilbastu,Female,65 - 69 Years,Seeking economic job,< 3 months,  8
Kapilbastu,Female,65 - 69 Years,Seeking economic job,3-5 months, 0
Kapilbastu,Female,65 - 69 Years,Seeking economic job,6-7 months, 8
Kapilbastu,Female,65 - 69 Years,Seeking economic job,8+ months,  0
Kapilbastu,Female,65 - 69 Years,Non-economic work,< 3 months, 62
Kapilbastu,Female,65 - 69 Years,Non-economic work,3 - 5 months, 262
Kapilbastu,Female,65 - 69 Years,Non-economic work,6 - 7 months,277
Kapilbastu,Female,65 - 69 Years,Non-economic work,8+ months, 4082
Kapilbastu,Female,65 - 69 Years,Activity not stated,,  74
Kapilbastu,Female,70 - 74 Years,Any work total person,, 3773
Kapilbastu,Female,70 - 74 Years,Economic,< 3 months,  57
Kapilbastu,Female,70 - 74 Years,Economic,3 - 5 months,  98
Kapilbastu,Female,70 - 74 Years,Economic,6 - 7 months, 149
Kapilbastu,Female,70 - 74 Years,Economic,8+ months,  470
Kapilbastu,Female,70 - 74 Years,Extended economic,< 3 months,  49
