District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Literacy Status,Gender,Population under 16 years of age living with,Number
 Baglung,,,,,,Literacy not stated,  Female,Other relatives,0
 Baglung,,,,,,Literacy not stated,  Female,Employer,0
 Baglung,,,,,,Literacy not stated,  Female,Others,8
 Baglung,,,,,,Literacy not stated,  Female,Not stated,0
 Gulmi,,,,,,Illiterate,Male,Parents,2768
 Gulmi,,,,,,Illiterate,Male,Mother,1027
 Gulmi,,,,,,Illiterate,Male,Father,66
 Gulmi,,,,,,Illiterate,Male,Father and step mother,25
 Gulmi,,,,,,Illiterate,Male,Mother and step father,8
 Gulmi,,,,,,Illiterate,Male,Other relatives,41
 Gulmi,,,,,,Illiterate,Male,Employer,8
 Gulmi,,,,,,Illiterate,Male,Others,115
 Gulmi,,,,,,Illiterate,Male,Not stated,25
 Gulmi,,,,,,Literate,Male,Parents,24967
 Gulmi,,,,,,Literate,Male,Mother,10211
 Gulmi,,,,,,Literate,Male,Father,327
 Gulmi,,,,,,Literate,Male,Father and step mother,139
 Gulmi,,,,,,Literate,Male,Mother and step father,33
 Gulmi,,,,,,Literate,Male,Other relatives,172
 Gulmi,,,,,,Literate,Male,Employer,16
 Gulmi,,,,,,Literate,Male,Others,909
 Gulmi,,,,,,Literate,Male,Not stated,139
 Gulmi,,,,,,Literacy not stated,Male,Parents,0
 Gulmi,,,,,,Literacy not stated,Male,Mother,0
 Gulmi,,,,,,Literacy not stated,Male,Father,0
 Gulmi,,,,,,Literacy not stated,Male,Father and step mother,0
 Gulmi,,,,,,Literacy not stated,Male,Mother and step father,0
 Gulmi,,,,,,Literacy not stated,Male,Other relatives,0
 Gulmi,,,,,,Literacy not stated,Male,Employer,0
 Gulmi,,,,,,Literacy not stated,Male,Others,0
 Gulmi,,,,,,Literacy not stated,Male,Not stated,0
 Gulmi,,,,,,Illiterate,  Female,Parents,2609
 Gulmi,,,,,,Illiterate,  Female,Mother,1175
 Gulmi,,,,,,Illiterate,  Female,Father,16
 Gulmi,,,,,,Illiterate,  Female,Father and step mother,24
 Gulmi,,,,,,Illiterate,  Female,Mother and step father,0
 Gulmi,,,,,,Illiterate,  Female,Other relatives,32
 Gulmi,,,,,,Illiterate,  Female,Employer,0
 Gulmi,,,,,,Illiterate,  Female,Others,88
 Gulmi,,,,,,Illiterate,  Female,Not stated,32
 Gulmi,,,,,,Literate,  Female,Parents,25426
 Gulmi,,,,,,Literate,  Female,Mother,10265
 Gulmi,,,,,,Literate,  Female,Father,341
 Gulmi,,,,,,Literate,  Female,Father and step mother,81
 Gulmi,,,,,,Literate,  Female,Mother and step father,0
 Gulmi,,,,,,Literate,  Female,Other relatives,252
 Gulmi,,,,,,Literate,  Female,Employer,41
 Gulmi,,,,,,Literate,  Female,Others,1119
 Gulmi,,,,,,Literate,  Female,Not stated,179
 Gulmi,,,,,,Literacy not stated,  Female,Parents,0
 Gulmi,,,,,,Literacy not stated,  Female,Mother,0
 Gulmi,,,,,,Literacy not stated,  Female,Father,0
 Gulmi,,,,,,Literacy not stated,  Female,Father and step mother,0
 Gulmi,,,,,,Literacy not stated,  Female,Mother and step father,0
 Gulmi,,,,,,Literacy not stated,  Female,Other relatives,0
 Gulmi,,,,,,Literacy not stated,  Female,Employer,0
 Gulmi,,,,,,Literacy not stated,  Female,Others,0
 Gulmi,,,,,,Literacy not stated,  Female,Not stated,0
 Palpa,,,,,,Illiterate,Male,Parents,2394
 Palpa,,,,,,Illiterate,Male,Mother,886
 Palpa,,,,,,Illiterate,Male,Father,26
 Palpa,,,,,,Illiterate,Male,Father and step mother,9
 Palpa,,,,,,Illiterate,Male,Mother and step father,1
 Palpa,,,,,,Illiterate,Male,Other relatives,39
 Palpa,,,,,,Illiterate,Male,Employer,0
 Palpa,,,,,,Illiterate,Male,Others,85
 Palpa,,,,,,Illiterate,Male,Not stated,43
 Palpa,,,,,,Literate,Male,Parents,23388
 Palpa,,,,,,Literate,Male,Mother,7448
 Palpa,,,,,,Literate,Male,Father,373
 Palpa,,,,,,Literate,Male,Father and step mother,191
 Palpa,,,,,,Literate,Male,Mother and step father,24
 Palpa,,,,,,Literate,Male,Other relatives,446
 Palpa,,,,,,Literate,Male,Employer,17
 Palpa,,,,,,Literate,Male,Others,1080
 Palpa,,,,,,Literate,Male,Not stated,212
 Palpa,,,,,,Literacy not stated,Male,Parents,0
 Palpa,,,,,,Literacy not stated,Male,Mother,8
 Palpa,,,,,,Literacy not stated,Male,Father,0
 Palpa,,,,,,Literacy not stated,Male,Father and step mother,0
 Palpa,,,,,,Literacy not stated,Male,Mother and step father,0
 Palpa,,,,,,Literacy not stated,Male,Other relatives,0
 Palpa,,,,,,Literacy not stated,Male,Employer,0
 Palpa,,,,,,Literacy not stated,Male,Others,0
 Palpa,,,,,,Literacy not stated,Male,Not stated,0
 Palpa,,,,,,Illiterate,  Female,Parents,2180
 Palpa,,,,,,Illiterate,  Female,Mother,828
 Palpa,,,,,,Illiterate,  Female,Father,1
 Palpa,,,,,,Illiterate,  Female,Father and step mother,1
 Palpa,,,,,,Illiterate,  Female,Mother and step father,8
 Palpa,,,,,,Illiterate,  Female,Other relatives,53
 Palpa,,,,,,Illiterate,  Female,Employer,3
 Palpa,,,,,,Illiterate,  Female,Others,59
 Palpa,,,,,,Illiterate,  Female,Not stated,29
 Palpa,,,,,,Literate,  Female,Parents,23266
 Palpa,,,,,,Literate,  Female,Mother,7386
 Palpa,,,,,,Literate,  Female,Father,232
 Palpa,,,,,,Literate,  Female,Father and step mother,144
 Palpa,,,,,,Literate,  Female,Mother and step father,33
 Palpa,,,,,,Literate,  Female,Other relatives,545
 Palpa,,,,,,Literate,  Female,Employer,30
 Palpa,,,,,,Literate,  Female,Others,1006
 Palpa,,,,,,Literate,  Female,Not stated,259
 Palpa,,,,,,Literacy not stated,  Female,Parents,0
 Palpa,,,,,,Literacy not stated,  Female,Mother,8
 Palpa,,,,,,Literacy not stated,  Female,Father,0
 Palpa,,,,,,Literacy not stated,  Female,Father and step mother,0
 Palpa,,,,,,Literacy not stated,  Female,Mother and step father,0
 Palpa,,,,,,Literacy not stated,  Female,Other relatives,0
 Palpa,,,,,,Literacy not stated,  Female,Employer,0
 Palpa,,,,,,Literacy not stated,  Female,Others,0
 Palpa,,,,,,Literacy not stated,  Female,Not stated,0
 Nawalparasi,,,,,,Illiterate,Male,Parents,6953
 Nawalparasi,,,,,,Illiterate,Male,Mother,848
 Nawalparasi,,,,,,Illiterate,Male,Father,81
 Nawalparasi,,,,,,Illiterate,Male,Father and step mother,24
 Nawalparasi,,,,,,Illiterate,Male,Mother and step father,0
 Nawalparasi,,,,,,Illiterate,Male,Other relatives,9
 Nawalparasi,,,,,,Illiterate,Male,Employer,40
 Nawalparasi,,,,,,Illiterate,Male,Others,79
 Nawalparasi,,,,,,Illiterate,Male,Not stated,98
 Nawalparasi,,,,,,Literate,Male,Parents,64894
 Nawalparasi,,,,,,Literate,Male,Mother,12015
 Nawalparasi,,,,,,Literate,Male,Father,834
 Nawalparasi,,,,,,Literate,Male,Father and step mother,194
 Nawalparasi,,,,,,Literate,Male,Mother and step father,24
 Nawalparasi,,,,,,Literate,Male,Other relatives,480
 Nawalparasi,,,,,,Literate,Male,Employer,46
 Nawalparasi,,,,,,Literate,Male,Others,1522
 Nawalparasi,,,,,,Literate,Male,Not stated,730
 Nawalparasi,,,,,,Literacy not stated,Male,Parents,27
 Nawalparasi,,,,,,Literacy not stated,Male,Mother,0
 Nawalparasi,,,,,,Literacy not stated,Male,Father,0
 Nawalparasi,,,,,,Literacy not stated,Male,Father and step mother,0
 Nawalparasi,,,,,,Literacy not stated,Male,Mother and step father,0
 Nawalparasi,,,,,,Literacy not stated,Male,Other relatives,0
 Nawalparasi,,,,,,Literacy not stated,Male,Employer,0
 Nawalparasi,,,,,,Literacy not stated,Male,Others,0
 Nawalparasi,,,,,,Literacy not stated,Male,Not stated,0
 Nawalparasi,,,,,,Illiterate,  Female,Parents,7185
 Nawalparasi,,,,,,Illiterate,  Female,Mother,1020
 Nawalparasi,,,,,,Illiterate,  Female,Father,43
 Nawalparasi,,,,,,Illiterate,  Female,Father and step mother,8
 Nawalparasi,,,,,,Illiterate,  Female,Mother and step father,0
 Nawalparasi,,,,,,Illiterate,  Female,Other relatives,10
 Nawalparasi,,,,,,Illiterate,  Female,Employer,16
 Nawalparasi,,,,,,Illiterate,  Female,Others,74
 Nawalparasi,,,,,,Illiterate,  Female,Not stated,116
 Nawalparasi,,,,,,Literate,  Female,Parents,62101
 Nawalparasi,,,,,,Literate,  Female,Mother,11293
 Nawalparasi,,,,,,Literate,  Female,Father,834
 Nawalparasi,,,,,,Literate,  Female,Father and step mother,209
 Nawalparasi,,,,,,Literate,  Female,Mother and step father,16
 Nawalparasi,,,,,,Literate,  Female,Other relatives,437
 Nawalparasi,,,,,,Literate,  Female,Employer,71
 Nawalparasi,,,,,,Literate,  Female,Others,1683
 Nawalparasi,,,,,,Literate,  Female,Not stated,780
 Nawalparasi,,,,,,Literacy not stated,  Female,Parents,28
 Nawalparasi,,,,,,Literacy not stated,  Female,Mother,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Father,1
 Nawalparasi,,,,,,Literacy not stated,  Female,Father and step mother,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Mother and step father,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Other relatives,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Employer,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Others,0
 Nawalparasi,,,,,,Literacy not stated,  Female,Not stated,0
 Rupandehi,,,,,,Illiterate,Male,Parents,14564
 Rupandehi,,,,,,Illiterate,Male,Mother,1012
 Rupandehi,,,,,,Illiterate,Male,Father,180
 Rupandehi,,,,,,Illiterate,Male,Father and step mother,33
 Rupandehi,,,,,,Illiterate,Male,Mother and step father,8
 Rupandehi,,,,,,Illiterate,Male,Other relatives,33
 Rupandehi,,,,,,Illiterate,Male,Employer,8
 Rupandehi,,,,,,Illiterate,Male,Others,122
 Rupandehi,,,,,,Illiterate,Male,Not stated,342
 Rupandehi,,,,,,Literate,Male,Parents,92875
 Rupandehi,,,,,,Literate,Male,Mother,9532
 Rupandehi,,,,,,Literate,Male,Father,1200
 Rupandehi,,,,,,Literate,Male,Father and step mother,147
 Rupandehi,,,,,,Literate,Male,Mother and step father,41
 Rupandehi,,,,,,Literate,Male,Other relatives,464
 Rupandehi,,,,,,Literate,Male,Employer,81
 Rupandehi,,,,,,Literate,Male,Others,"1,375      1,248"
 Rupandehi,,,,,,Literacy not stated,Male,Parents,163
 Rupandehi,,,,,,Literacy not stated,Male,Mother,0
 Rupandehi,,,,,,Literacy not stated,Male,Father,0
 Rupandehi,,,,,,Literacy not stated,Male,Father and step mother,0
 Rupandehi,,,,,,Literacy not stated,Male,Mother and step father,0
 Rupandehi,,,,,,Literacy not stated,Male,Other relatives,0
 Rupandehi,,,,,,Literacy not stated,Male,Employer,0
 Rupandehi,,,,,,Literacy not stated,Male,Others,0
 Rupandehi,,,,,,Literacy not stated,Male,Not stated,0
 Rupandehi,,,,,,Illiterate,  Female,Parents,16839
 Rupandehi,,,,,,Illiterate,  Female,Mother,999
 Rupandehi,,,,,,Illiterate,  Female,Father,152
 Rupandehi,,,,,,Illiterate,  Female,Father and step mother,24
 Rupandehi,,,,,,Illiterate,  Female,Mother and step father,0
 Rupandehi,,,,,,Illiterate,  Female,Other relatives,24
 Rupandehi,,,,,,Illiterate,  Female,Employer,32
 Rupandehi,,,,,,Illiterate,  Female,Others,162
 Rupandehi,,,,,,Illiterate,  Female,Not stated,377
 Rupandehi,,,,,,Literate,  Female,Parents,85564
 Rupandehi,,,,,,Literate,  Female,Mother,8828
 Rupandehi,,,,,,Literate,  Female,Father,898
 Rupandehi,,,,,,Literate,  Female,Father and step mother,129
 Rupandehi,,,,,,Literate,  Female,Mother and step father,49
 Rupandehi,,,,,,Literate,  Female,Other relatives,415
 Rupandehi,,,,,,Literate,  Female,Employer,169
 Rupandehi,,,,,,Literate,  Female,Others,"1,450      1,056"
 Rupandehi,,,,,,Literacy not stated,  Female,Parents,136
 Rupandehi,,,,,,Literacy not stated,  Female,Mother,16
 Rupandehi,,,,,,Literacy not stated,  Female,Father,0
 Rupandehi,,,,,,Literacy not stated,  Female,Father and step mother,0
 Rupandehi,,,,,,Literacy not stated,  Female,Mother and step father,0
 Rupandehi,,,,,,Literacy not stated,  Female,Other relatives,0
 Rupandehi,,,,,,Literacy not stated,  Female,Employer,0
 Rupandehi,,,,,,Literacy not stated,  Female,Others,8
 Rupandehi,,,,,,Literacy not stated,  Female,Not stated,8
 Kapilbastu,,,,,,Illiterate,Male,Parents,18719
 Kapilbastu,,,,,,Illiterate,Male,Mother,839
 Kapilbastu,,,,,,Illiterate,Male,Father,121
 Kapilbastu,,,,,,Illiterate,Male,Father and step mother,8
 Kapilbastu,,,,,,Illiterate,Male,Mother and step father,32
 Kapilbastu,,,,,,Illiterate,Male,Other relatives,25
 Kapilbastu,,,,,,Illiterate,Male,Employer,3
 Kapilbastu,,,,,,Illiterate,Male,Others,116
 Kapilbastu,,,,,,Illiterate,Male,Not stated,395
 Kapilbastu,,,,,,Literate,Male,Parents,60636
 Kapilbastu,,,,,,Literate,Male,Mother,3781
 Kapilbastu,,,,,,Literate,Male,Father,592
 Kapilbastu,,,,,,Literate,Male,Father and step mother,47
 Kapilbastu,,,,,,Literate,Male,Mother and step father,0
 Kapilbastu,,,,,,Literate,Male,Other relatives,142
 Kapilbastu,,,,,,Literate,Male,Employer,14
 Kapilbastu,,,,,,Literate,Male,Others,800
 Kapilbastu,,,,,,Literate,Male,Not stated,573
 Kapilbastu,,,,,,Literacy not stated,Male,Parents,61
 Kapilbastu,,,,,,Literacy not stated,Male,Mother,1
 Kapilbastu,,,,,,Literacy not stated,Male,Father,0
 Kapilbastu,,,,,,Literacy not stated,Male,Father and step mother,0
 Kapilbastu,,,,,,Literacy not stated,Male,Mother and step father,0
 Kapilbastu,,,,,,Literacy not stated,Male,Other relatives,0
 Kapilbastu,,,,,,Literacy not stated,Male,Employer,0
 Kapilbastu,,,,,,Literacy not stated,Male,Others,0
 Kapilbastu,,,,,,Literacy not stated,Male,Not stated,0
 Kapilbastu,,,,,,Illiterate,  Female,Parents,20747
 Kapilbastu,,,,,,Illiterate,  Female,Mother,729
 Kapilbastu,,,,,,Illiterate,  Female,Father,189
 Kapilbastu,,,,,,Illiterate,  Female,Father and step mother,10
 Kapilbastu,,,,,,Illiterate,  Female,Mother and step father,1
 Kapilbastu,,,,,,Illiterate,  Female,Other relatives,32
 Kapilbastu,,,,,,Illiterate,  Female,Employer,16
 Kapilbastu,,,,,,Illiterate,  Female,Others,216
 Kapilbastu,,,,,,Illiterate,  Female,Not stated,297
 Kapilbastu,,,,,,Literate,  Female,Parents,54581
 Kapilbastu,,,,,,Literate,  Female,Mother,3518
 Kapilbastu,,,,,,Literate,  Female,Father,541
 Kapilbastu,,,,,,Literate,  Female,Father and step mother,59
 Kapilbastu,,,,,,Literate,  Female,Mother and step father,16
 Kapilbastu,,,,,,Literate,  Female,Other relatives,126
 Kapilbastu,,,,,,Literate,  Female,Employer,32
 Kapilbastu,,,,,,Literate,  Female,Others,716
 Kapilbastu,,,,,,Literate,  Female,Not stated,718
 Kapilbastu,,,,,,Literacy not stated,  Female,Parents,64
 Kapilbastu,,,,,,Literacy not stated,  Female,Mother,1
 Kapilbastu,,,,,,Literacy not stated,  Female,Father,0
 Kapilbastu,,,,,,Literacy not stated,  Female,Father and step mother,0
 Kapilbastu,,,,,,Literacy not stated,  Female,Mother and step father,0
 Kapilbastu,,,,,,Literacy not stated,  Female,Other relatives,0
 Kapilbastu,,,,,,Literacy not stated,  Female,Employer,0
 Kapilbastu,,,,,,Literacy not stated,  Female,Others,1
 Kapilbastu,,,,,,Literacy not stated,  Female,Not stated,0
 Arghakhanchi,,,,,,Illiterate,Male,Parents,2034
 Arghakhanchi,,,,,,Illiterate,Male,Mother,643
 Arghakhanchi,,,,,,Illiterate,Male,Father,24
 Arghakhanchi,,,,,,Illiterate,Male,Father and step mother,24
 Arghakhanchi,,,,,,Illiterate,Male,Mother and step father,0
 Arghakhanchi,,,,,,Illiterate,Male,Other relatives,0
 Arghakhanchi,,,,,,Illiterate,Male,Employer,8
 Arghakhanchi,,,,,,Illiterate,Male,Others,24
 Arghakhanchi,,,,,,Illiterate,Male,Not stated,16
 Arghakhanchi,,,,,,Literate,Male,Parents,19217
 Arghakhanchi,,,,,,Literate,Male,Mother,6030
 Arghakhanchi,,,,,,Literate,Male,Father,143
 Arghakhanchi,,,,,,Literate,Male,Father and step mother,63
 Arghakhanchi,,,,,,Literate,Male,Mother and step father,8
 Arghakhanchi,,,,,,Literate,Male,Other relatives,151
 Arghakhanchi,,,,,,Literate,Male,Employer,16
 Arghakhanchi,,,,,,Literate,Male,Others,500
 Arghakhanchi,,,,,,Literate,Male,Not stated,47
 Arghakhanchi,,,,,,Literacy not stated,Male,Parents,16
 Arghakhanchi,,,,,,Literacy not stated,Male,Mother,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Father,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Father and step mother,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Mother and step father,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Other relatives,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Employer,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Others,0
 Arghakhanchi,,,,,,Literacy not stated,Male,Not stated,0
 Arghakhanchi,,,,,,Illiterate,  Female,Parents,1864
 Arghakhanchi,,,,,,Illiterate,  Female,Mother,639
 Arghakhanchi,,,,,,Illiterate,  Female,Father,31
 Arghakhanchi,,,,,,Illiterate,  Female,Father and step mother,31
 Arghakhanchi,,,,,,Illiterate,  Female,Mother and step father,23
 Arghakhanchi,,,,,,Illiterate,  Female,Other relatives,16
 Arghakhanchi,,,,,,Illiterate,  Female,Employer,8
 Arghakhanchi,,,,,,Illiterate,  Female,Others,31
 Arghakhanchi,,,,,,Illiterate,  Female,Not stated,23
 Arghakhanchi,,,,,,Literate,  Female,Parents,19889
 Arghakhanchi,,,,,,Literate,  Female,Mother,5751
 Arghakhanchi,,,,,,Literate,  Female,Father,196
 Arghakhanchi,,,,,,Literate,  Female,Father and step mother,94
 Arghakhanchi,,,,,,Literate,  Female,Mother and step father,16
 Arghakhanchi,,,,,,Literate,  Female,Other relatives,110
 Arghakhanchi,,,,,,Literate,  Female,Employer,24
 Arghakhanchi,,,,,,Literate,  Female,Others,618
 Arghakhanchi,,,,,,Literate,  Female,Not stated,55
 Arghakhanchi,,,,,,Literacy not stated,  Female,Parents,23
 Arghakhanchi,,,,,,Literacy not stated,  Female,Mother,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Father,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Father and step mother,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Mother and step father,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Other relatives,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Employer,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Others,0
 Arghakhanchi,,,,,,Literacy not stated,  Female,Not stated,0
 Pyuthan,,,,,,Illiterate,Male,Parents,3518
 Pyuthan,,,,,,Illiterate,Male,Mother,1450
 Pyuthan,,,,,,Illiterate,Male,Father,8
 Pyuthan,,,,,,Illiterate,Male,Father and step mother,0
 Pyuthan,,,,,,Illiterate,Male,Mother and step father,8
 Pyuthan,,,,,,Illiterate,Male,Other relatives,16
 Pyuthan,,,,,,Illiterate,Male,Employer,0
 Pyuthan,,,,,,Illiterate,Male,Others,161
 Pyuthan,,,,,,Illiterate,Male,Not stated,32
 Pyuthan,,,,,,Literate,Male,Parents,21913
 Pyuthan,,,,,,Literate,Male,Mother,8612
 Pyuthan,,,,,,Literate,Male,Father,197
 Pyuthan,,,,,,Literate,Male,Father and step mother,126
 Pyuthan,,,,,,Literate,Male,Mother and step father,32
 Pyuthan,,,,,,Literate,Male,Other relatives,125
 Pyuthan,,,,,,Literate,Male,Employer,24
 Pyuthan,,,,,,Literate,Male,Others,705
 Pyuthan,,,,,,Literate,Male,Not stated,158
 Pyuthan,,,,,,Literacy not stated,Male,Parents,0
 Pyuthan,,,,,,Literacy not stated,Male,Mother,16
 Pyuthan,,,,,,Literacy not stated,Male,Father,0
 Pyuthan,,,,,,Literacy not stated,Male,Father and step mother,0
 Pyuthan,,,,,,Literacy not stated,Male,Mother and step father,0
 Pyuthan,,,,,,Literacy not stated,Male,Other relatives,0
 Pyuthan,,,,,,Literacy not stated,Male,Employer,0
 Pyuthan,,,,,,Literacy not stated,Male,Others,0
 Pyuthan,,,,,,Literacy not stated,Male,Not stated,0
 Pyuthan,,,,,,Illiterate,  Female,Parents,3658
 Pyuthan,,,,,,Illiterate,  Female,Mother,1632
 Pyuthan,,,,,,Illiterate,  Female,Father,40
 Pyuthan,,,,,,Illiterate,  Female,Father and step mother,40
 Pyuthan,,,,,,Illiterate,  Female,Mother and step father,16
 Pyuthan,,,,,,Illiterate,  Female,Other relatives,0
 Pyuthan,,,,,,Illiterate,  Female,Employer,8
 Pyuthan,,,,,,Illiterate,  Female,Others,112
 Pyuthan,,,,,,Illiterate,  Female,Not stated,16
 Pyuthan,,,,,,Literate,  Female,Parents,21173
 Pyuthan,,,,,,Literate,  Female,Mother,9160
 Pyuthan,,,,,,Literate,  Female,Father,169
 Pyuthan,,,,,,Literate,  Female,Father and step mother,97
 Pyuthan,,,,,,Literate,  Female,Mother and step father,40
 Pyuthan,,,,,,Literate,  Female,Other relatives,145
 Pyuthan,,,,,,Literate,  Female,Employer,40
 Pyuthan,,,,,,Literate,  Female,Others,1197
 Pyuthan,,,,,,Literate,  Female,Not stated,112
 Pyuthan,,,,,,Literacy not stated,  Female,Parents,16
 Pyuthan,,,,,,Literacy not stated,  Female,Mother,16
 Pyuthan,,,,,,Literacy not stated,  Female,Father,0
 Pyuthan,,,,,,Literacy not stated,  Female,Father and step mother,0
 Pyuthan,,,,,,Literacy not stated,  Female,Mother and step father,0
 Pyuthan,,,,,,Literacy not stated,  Female,Other relatives,0
 Pyuthan,,,,,,Literacy not stated,  Female,Employer,0
 Pyuthan,,,,,,Literacy not stated,  Female,Others,0
 Pyuthan,,,,,,Literacy not stated,  Female,Not stated,0
 Rolpa,,,,,,Illiterate,Male,Parents,5384
 Rolpa,,,,,,Illiterate,Male,Mother,873
 Rolpa,,,,,,Illiterate,Male,Father,25
 Rolpa,,,,,,Illiterate,Male,Father and step mother,41
 Rolpa,,,,,,Illiterate,Male,Mother and step father,8
 Rolpa,,,,,,Illiterate,Male,Other relatives,33
 Rolpa,,,,,,Illiterate,Male,Employer,0
 Rolpa,,,,,,Illiterate,Male,Others,58
 Rolpa,,,,,,Illiterate,Male,Not stated,41
 Rolpa,,,,,,Literate,Male,Parents,23306
 Rolpa,,,,,,Literate,Male,Mother,3825
 Rolpa,,,,,,Literate,Male,Father,302
 Rolpa,,,,,,Literate,Male,Father and step mother,117
 Rolpa,,,,,,Literate,Male,Mother and step father,42
 Rolpa,,,,,,Literate,Male,Other relatives,151
 Rolpa,,,,,,Literate,Male,Employer,8
 Rolpa,,,,,,Literate,Male,Others,542
 Rolpa,,,,,,Literate,Male,Not stated,134
 Rolpa,,,,,,Literacy not stated,Male,Parents,8
 Rolpa,,,,,,Literacy not stated,Male,Mother,8
